code,date,time,pre_close,open,high,low,close,volume,turover,dif_mi,accvolume,accturover,match_items
300681,20180105,930,519500,517100,517100,517100,517100,1500,78005,4,1500,78005,4
300681,20180105,931,519500,518000,519700,518000,519000,1500,77855,10,3000,155860,14
300681,20180105,932,519500,519000,519000,518200,518200,1700,88110,7,4700,243970,21
300681,20180105,933,519500,518200,518200,518000,518100,2300,119164,5,7000,363134,26
300681,20180105,934,519500,518100,518100,518000,518000,2800,145041,4,9800,508175,30
300681,20180105,935,519500,518000,518100,518000,518100,1600,82856,4,11400,591031,34
300681,20180105,936,519500,518100,519799,518100,519799,3200,166236,8,14600,757267,42
300681,20180105,937,519500,519799,521400,519799,521400,1600,83341,8,16200,840608,50
300681,20180105,938,519500,521800,522900,521400,522900,7600,396806,25,23800,1237414,75
300681,20180105,939,519500,522900,522900,522800,522800,7800,407791,8,31600,1645205,83
300681,20180105,940,519500,522800,522800,521400,521400,2500,130480,10,34100,1775685,93
300681,20180105,941,519500,521400,522100,521400,522100,600,31323,6,34700,1807008,99
300681,20180105,942,519500,522000,522000,521400,521400,900,46938,6,35600,1853946,105
300681,20180105,943,519500,521400,521900,521400,521900,700,36509,3,36300,1890455,108
300681,20180105,944,519500,521900,521900,521599,521900,6700,349532,13,43000,2239987,121
300681,20180105,945,519500,521900,521900,521599,521599,900,46956,5,43900,2286943,126
300681,20180105,946,519500,521599,521900,521400,521400,3500,182606,11,47400,2469549,137
300681,20180105,947,519500,521599,521599,521500,521599,2800,146040,10,50200,2615589,147
300681,20180105,948,519500,521500,521500,521300,521300,1400,72998,8,51600,2688587,155
300681,20180105,949,519500,521300,521300,520700,520800,4800,249942,9,56400,2938529,164
300681,20180105,950,519500,520700,520700,519799,519799,11300,588201,17,67700,3526730,181
300681,20180105,951,519500,519799,521300,519799,520000,1900,98934,4,69600,3625664,185
300681,20180105,952,519500,520000,521200,520000,521200,1300,67715,5,70900,3693379,190
300681,20180105,953,519500,521200,521200,520800,520800,1200,62499,7,72100,3755878,197
300681,20180105,954,519500,520800,520800,520000,520200,1200,62452,6,73300,3818330,203
300681,20180105,955,519500,520200,520500,520000,520000,4000,208029,12,77300,4026359,215
300681,20180105,956,519500,519799,519799,519000,519000,2300,119482,7,79600,4145841,222
300681,20180105,957,519500,519000,519000,518600,518600,1600,83011,9,81200,4228852,231
300681,20180105,958,519500,518500,518600,518500,518600,10200,528914,22,91400,4757766,253
300681,20180105,959,519500,518500,518800,518200,518800,2600,134835,11,94000,4892601,264
300681,20180105,1000,519500,518800,518800,517800,517800,9300,481849,19,103300,5374450,283
300681,20180105,1001,519500,517800,518000,517800,517900,2700,139848,8,106000,5514298,291
300681,20180105,1002,519500,517900,520000,517900,520000,500,25996,4,106500,5540294,295
300681,20180105,1003,519500,520000,520000,518000,518000,2800,145090,11,109300,5685384,306
300681,20180105,1004,519500,518000,518000,517900,518000,13800,714800,15,123100,6400184,321
300681,20180105,1005,519500,517900,518000,517500,518000,3600,186447,14,126700,6586631,335
300681,20180105,1006,519500,518000,518000,518000,518000,0,0,0,126700,6586631,335
300681,20180105,1007,519500,518000,518000,516800,516800,20200,1044796,34,146900,7631427,369
300681,20180105,1008,519500,516800,516800,514799,514799,6700,345582,28,153600,7977009,397
300681,20180105,1009,519500,515000,515000,514799,515000,6200,319284,15,159800,8296293,412
300681,20180105,1010,519500,515000,516800,515000,515000,7300,376151,24,167100,8672444,436
300681,20180105,1011,519500,515000,517000,515000,517000,5900,304881,9,173000,8977325,445
300681,20180105,1012,519500,517000,517000,517000,517000,1200,62040,3,174200,9039365,448
300681,20180105,1013,519500,517400,519000,517000,517900,3400,176087,8,177600,9215452,456
300681,20180105,1014,519500,517900,518000,517000,517000,300,15530,3,177900,9230982,459
300681,20180105,1015,519500,518000,518000,517000,517000,1800,93099,7,179700,9324081,466
300681,20180105,1016,519500,517000,517000,517000,517000,2100,108570,4,181800,9432651,470
300681,20180105,1017,519500,517000,517000,516200,516800,500,25828,2,182300,9458479,472
300681,20180105,1018,519500,516800,516800,516800,516800,0,0,0,182300,9458479,472
300681,20180105,1019,519500,516599,516599,516599,516599,700,36150,3,183000,9494629,475
300681,20180105,1020,519500,516599,516599,516200,516500,700,36149,4,183700,9530778,479
300681,20180105,1021,519500,516500,516500,515700,515700,5100,263116,13,188800,9793894,492
300681,20180105,1022,519500,515700,516500,515700,516500,900,46429,5,189700,9840323,497
300681,20180105,1023,519500,516300,516300,515800,515800,1100,56747,9,190800,9897070,506
300681,20180105,1024,519500,515700,516300,515700,515800,1800,92860,13,192600,9989930,519
300681,20180105,1025,519500,515800,516500,515800,516300,2600,134157,10,195200,10124087,529
300681,20180105,1026,519500,516300,516300,515200,515200,8600,443346,17,203800,10567433,546
300681,20180105,1027,519500,515200,515300,515200,515300,1300,66982,4,205100,10634415,550
300681,20180105,1028,519500,515400,515700,515300,515700,2200,113383,11,207300,10747798,561
300681,20180105,1029,519500,515700,515700,515000,515000,4400,226629,17,211700,10974427,578
300681,20180105,1030,519500,515000,515000,514500,514500,2400,123515,15,214100,11097942,593
300681,20180105,1031,519500,514500,515600,514500,515600,400,20624,2,214500,11118566,595
300681,20180105,1032,519500,515600,515700,514900,514900,500,25776,4,215000,11144342,599
300681,20180105,1033,519500,514900,515000,514500,514500,6300,324284,16,221300,11468626,615
300681,20180105,1034,519500,514300,514300,513900,513900,1900,97674,11,223200,11566300,626
300681,20180105,1035,519500,513900,514200,513900,514000,5100,262148,10,228300,11828448,636
300681,20180105,1036,519500,514000,514099,513900,513900,6600,339241,18,234900,12167689,654
300681,20180105,1037,519500,513900,513900,513100,513200,6800,349256,24,241700,12516945,678
300681,20180105,1038,519500,513200,513200,513000,513000,5500,282218,20,247200,12799163,698
300681,20180105,1039,519500,512500,513000,512500,513000,2900,148678,14,250100,12947841,712
300681,20180105,1040,519500,513000,513200,513000,513000,600,30790,2,250700,12978631,714
300681,20180105,1041,519500,513000,513000,512200,512500,5000,256158,13,255700,13234789,727
300681,20180105,1042,519500,512500,513000,512500,513000,1900,97405,10,257600,13332194,737
300681,20180105,1043,519500,513000,513000,512800,513000,200,10258,2,257800,13342452,739
300681,20180105,1044,519500,513000,513100,512600,513100,6800,348724,16,264600,13691176,755
300681,20180105,1045,519500,513100,513800,513100,513800,4200,215567,5,268800,13906743,760
300681,20180105,1046,519500,513800,513800,513600,513600,100,5136,1,268900,13911879,761
300681,20180105,1047,519500,513400,513800,512600,513800,12300,631099,25,281200,14542978,786
300681,20180105,1048,519500,513900,513900,513900,513900,4100,210704,9,285300,14753682,795
300681,20180105,1049,519500,513900,514600,513900,514600,200,10292,2,285500,14763974,797
300681,20180105,1050,519500,513900,513900,513900,513900,4200,215841,5,289700,14979815,802
300681,20180105,1051,519500,513900,514700,513900,514700,100,5147,1,289800,14984962,803
300681,20180105,1052,519500,514700,514700,514000,514000,200,10280,1,290000,14995242,804
300681,20180105,1053,519500,514000,514000,514000,514000,0,0,0,290000,14995242,804
300681,20180105,1054,519500,514000,514700,514000,514700,1100,56557,8,291100,15051799,812
300681,20180105,1055,519500,514700,514799,514700,514799,800,41179,4,291900,15092978,816
300681,20180105,1056,519500,514799,514799,514799,514799,2000,102950,3,293900,15195928,819
300681,20180105,1057,519500,514799,514799,514200,514200,800,41136,3,294700,15237064,822
300681,20180105,1058,519500,514200,514200,514200,514200,200,10284,1,294900,15247348,823
300681,20180105,1059,519500,514200,514500,514200,514500,200,10290,2,295100,15257638,825
300681,20180105,1100,519500,514700,515500,514700,514799,3400,175030,6,298500,15432668,831
300681,20180105,1101,519500,514799,514799,514799,514799,0,0,0,298500,15432668,831
300681,20180105,1102,519500,514799,514799,514700,514700,100,5147,1,298600,15437815,832
300681,20180105,1103,519500,514700,515000,514700,515000,1700,87550,3,300300,15525365,835
300681,20180105,1104,519500,515000,515500,513600,515500,4100,211180,14,304400,15736545,849
300681,20180105,1105,519500,515500,516000,515500,515500,7100,366010,2,311500,16102555,851
300681,20180105,1106,519500,515500,515500,514799,514799,1400,72105,5,312900,16174660,856
300681,20180105,1107,519500,514799,514799,514799,514799,1100,56631,3,314000,16231291,859
300681,20180105,1108,519500,514799,514799,514799,514799,100,5148,1,314100,16236439,860
300681,20180105,1109,519500,514799,514799,514799,514799,200,10296,2,314300,16246735,862
300681,20180105,1110,519500,514799,514799,513600,513600,2300,118134,6,316600,16364869,868
300681,20180105,1111,519500,513300,513600,513300,513400,800,41083,4,317400,16405952,872
300681,20180105,1112,519500,513400,513400,513300,513400,1600,82134,7,319000,16488086,879
300681,20180105,1113,519500,513400,513600,513400,513600,100,5136,1,319100,16493222,880
300681,20180105,1114,519500,513600,513600,513300,513300,3300,169433,7,322400,16662655,887
300681,20180105,1115,519500,513300,513600,513300,513600,600,30816,1,323000,16693471,888
300681,20180105,1116,519500,513600,513600,513600,513600,300,15408,1,323300,16708879,889
300681,20180105,1117,519500,513600,513600,513600,513600,3200,164352,3,326500,16873231,892
300681,20180105,1118,519500,513600,513600,513600,513600,200,10272,1,326700,16883503,893
300681,20180105,1119,519500,513600,514799,513600,514799,1200,61770,4,327900,16945273,897
300681,20180105,1120,519500,514799,514799,514799,514799,1000,51480,2,328900,16996753,899
300681,20180105,1121,519500,514799,514799,514799,514799,300,15444,3,329200,17012197,902
300681,20180105,1122,519500,514799,514799,514700,514700,100,5147,1,329300,17017344,903
300681,20180105,1123,519500,514700,514700,514700,514700,100,5147,1,329400,17022491,904
300681,20180105,1124,519500,514099,514099,514099,514099,300,15423,2,329700,17037914,906
300681,20180105,1125,519500,514099,514799,514099,514799,1100,56623,3,330800,17094537,909
300681,20180105,1126,519500,514799,514799,514799,514799,200,10296,2,331000,17104833,911
300681,20180105,1127,519500,514799,514799,514799,514799,0,0,0,331000,17104833,911
300681,20180105,1128,519500,514799,515000,514799,515000,400,20600,2,331400,17125433,913
300681,20180105,1129,519500,515000,515000,515000,515000,2900,149350,3,334300,17274783,916
300681,20180105,1300,519500,515000,516599,515000,516599,400,20626,4,334700,17295409,920
300681,20180105,1301,519500,516700,519000,516700,519000,12100,626267,20,346800,17921676,940
300681,20180105,1302,519500,519000,519000,515500,515500,100,5155,1,346900,17926831,941
300681,20180105,1303,519500,517800,517800,515500,517600,1100,56818,5,348000,17983649,946
300681,20180105,1304,519500,517600,517600,517000,517000,100,5170,1,348100,17988819,947
300681,20180105,1305,519500,517000,517000,517000,517000,0,0,0,348100,17988819,947
300681,20180105,1306,519500,517000,517000,515700,515700,500,25785,3,348600,18014604,950
300681,20180105,1307,519500,515700,515700,515000,515000,6900,355521,15,355500,18370125,965
300681,20180105,1308,519500,515000,515000,515000,515000,1100,56650,2,356600,18426775,967
300681,20180105,1309,519500,515000,515000,515000,515000,2500,128750,1,359100,18555525,968
300681,20180105,1310,519500,515000,515900,515000,515900,3200,164809,2,362300,18720334,970
300681,20180105,1311,519500,515900,515900,515900,515900,300,15477,1,362600,18735811,971
300681,20180105,1312,519500,515900,515900,514799,514799,3000,154500,6,365600,18890311,977
300681,20180105,1313,519500,514799,514799,514799,514799,0,0,0,365600,18890311,977
300681,20180105,1314,519500,514799,515800,514799,515800,600,30948,2,366200,18921259,979
300681,20180105,1315,519500,515800,515800,514799,515700,1500,77310,5,367700,18998569,984
300681,20180105,1316,519500,515700,515700,515700,515700,700,36099,1,368400,19034668,985
300681,20180105,1317,519500,515700,515700,514300,514300,400,20586,3,368800,19055254,988
300681,20180105,1318,519500,514300,515700,514300,515700,100,5157,1,368900,19060411,989
300681,20180105,1319,519500,515700,515700,515700,515700,0,0,0,368900,19060411,989
300681,20180105,1320,519500,514400,514400,514400,514400,700,36008,5,369600,19096419,994
300681,20180105,1321,519500,514400,514400,514400,514400,1700,87448,4,371300,19183867,998
300681,20180105,1322,519500,515700,515700,514300,514300,5400,278173,9,376700,19462040,1007
300681,20180105,1323,519500,514300,514300,514300,514300,2100,108003,2,378800,19570043,1009
300681,20180105,1324,519500,514300,514300,514300,514300,0,0,0,378800,19570043,1009
300681,20180105,1325,519500,514300,514500,514300,514500,100,5145,1,378900,19575188,1010
300681,20180105,1326,519500,514500,514500,514300,514300,1100,56579,4,380000,19631767,1014
300681,20180105,1327,519500,514300,515500,514300,515500,1000,51550,1,381000,19683317,1015
300681,20180105,1328,519500,515500,516000,515500,516000,1700,87680,4,382700,19770997,1019
300681,20180105,1329,519500,516000,516000,515500,515500,100,5155,1,382800,19776152,1020
300681,20180105,1330,519500,515500,516000,515500,516000,3000,154785,3,385800,19930937,1023
300681,20180105,1331,519500,517000,517000,516000,516000,3000,154870,2,388800,20085807,1025
300681,20180105,1332,519500,516000,516000,516000,516000,0,0,0,388800,20085807,1025
300681,20180105,1333,519500,516000,517000,516000,517000,2300,118893,6,391100,20204700,1031
300681,20180105,1334,519500,517000,517400,517000,517400,1300,67222,4,392400,20271922,1035
300681,20180105,1335,519500,517400,517400,517400,517400,0,0,0,392400,20271922,1035
300681,20180105,1336,519500,517400,517400,517400,517400,0,0,0,392400,20271922,1035
300681,20180105,1337,519500,515500,516900,515500,516900,5500,283623,8,397900,20555545,1043
300681,20180105,1338,519500,516900,516900,515100,516800,700,36109,4,398600,20591654,1047
300681,20180105,1339,519500,516800,516800,515000,515000,7100,365709,7,405700,20957363,1054
300681,20180105,1340,519500,515100,515100,515100,515100,200,10302,1,405900,20967665,1055
300681,20180105,1341,519500,515100,515900,515100,515900,100,5159,1,406000,20972824,1056
300681,20180105,1342,519500,515900,515900,515500,515500,100,5155,1,406100,20977979,1057
300681,20180105,1343,519500,515500,515500,515400,515500,600,30929,3,406700,21008908,1060
300681,20180105,1344,519500,515500,515500,515500,515500,400,20620,2,407100,21029528,1062
300681,20180105,1345,519500,515500,515500,515000,515000,1500,77300,3,408600,21106828,1065
300681,20180105,1346,519500,515000,515500,515000,515400,5800,298714,8,414400,21405542,1073
300681,20180105,1347,519500,515400,515400,515000,515100,800,41205,4,415200,21446747,1077
300681,20180105,1348,519500,515100,515100,515000,515000,600,30900,3,415800,21477647,1080
300681,20180105,1349,519500,515000,515400,515000,515400,1300,66982,5,417100,21544629,1085
300681,20180105,1350,519500,515400,515400,515000,515000,300,15450,3,417400,21560079,1088
300681,20180105,1351,519500,514600,514600,514300,514300,5900,303527,9,423300,21863606,1097
300681,20180105,1352,519500,514300,514300,514200,514200,900,46282,4,424200,21909888,1101
300681,20180105,1353,519500,514099,514099,514099,514099,1500,77119,5,425700,21987007,1106
300681,20180105,1354,519500,514400,514500,514400,514500,600,30865,3,426300,22017872,1109
300681,20180105,1355,519500,514500,515000,514500,515000,2200,113280,7,428500,22131152,1116
300681,20180105,1356,519500,515000,515400,515000,515400,1900,97873,7,430400,22229025,1123
300681,20180105,1357,519500,515000,515000,514500,515000,900,46345,5,431300,22275370,1128
300681,20180105,1358,519500,515000,515000,515000,515000,0,0,0,431300,22275370,1128
300681,20180105,1359,519500,515000,515000,514600,514600,600,30876,2,431900,22306246,1130
300681,20180105,1400,519500,514600,515000,514600,515000,100,5150,1,432000,22311396,1131
300681,20180105,1401,519500,515000,515000,514400,514400,3500,180083,8,435500,22491479,1139
300681,20180105,1402,519500,515300,515300,515000,515300,990,51006,6,436490,22542485,1145
300681,20180105,1403,519500,515300,515300,515000,515000,10,515,1,436500,22543000,1146
300681,20180105,1404,519500,515000,515000,514600,514700,2700,138980,5,439200,22681980,1151
300681,20180105,1405,519500,514700,514700,514600,514600,400,20587,3,439600,22702567,1154
300681,20180105,1406,519500,514600,515000,514600,515000,1790,92185,4,441390,22794752,1158
300681,20180105,1407,519500,515300,515400,515300,515400,200,10307,2,441590,22805059,1160
300681,20180105,1408,519500,515400,515400,515400,515400,0,0,0,441590,22805059,1160
300681,20180105,1409,519500,515400,515800,515400,515800,2600,134031,6,444190,22939090,1166
300681,20180105,1410,519500,515800,515800,515600,515600,1100,56718,3,445290,22995808,1169
300681,20180105,1411,519500,515600,515900,515600,515900,1400,72199,4,446690,23068007,1173
300681,20180105,1412,519500,515900,515900,515900,515900,700,36113,4,447390,23104120,1177
300681,20180105,1413,519500,515900,515900,515900,515900,0,0,0,447390,23104120,1177
300681,20180105,1414,519500,515900,515900,515900,515900,200,10318,1,447590,23114438,1178
300681,20180105,1415,519500,515900,515900,515600,515600,1100,56716,5,448690,23171154,1183
300681,20180105,1416,519500,515600,515900,515500,515900,600,30950,2,449290,23202104,1185
300681,20180105,1417,519500,515500,515500,515500,515500,1700,87635,2,450990,23289739,1187
300681,20180105,1418,519500,515500,515500,515500,515500,0,0,0,450990,23289739,1187
300681,20180105,1419,519500,515500,515500,515500,515500,2000,103100,4,452990,23392839,1191
300681,20180105,1420,519500,515500,515500,515500,515500,0,0,0,452990,23392839,1191
300681,20180105,1421,519500,515500,515800,515500,515500,6400,329962,6,459390,23722801,1197
