code,cum_adjf
600620,41914098
600621,28205782
600622,12684710
600623,2700774
600624,1754872
600626,1035525
600628,4531134
600629,448537
600630,316406
600633,745511
600634,878218
600635,13722399
600636,1273527
600637,343952
600638,1180347
600639,580425
600640,831943
600641,1623186
600642,838013
600643,724755
600644,1161876
600645,1813676
600647,1598371
600648,651272
600649,1369027
600650,401957
600651,618844596
600652,1109178031
600653,1077928862
600654,150925624
600655,19293162
600657,1525505
600658,436104
600660,7232891
600661,511374
600662,5698956
600663,956596
600664,900584
600665,398134
600666,1132916
600667,483578
600668,619542
600671,326854
600673,1358089
600674,1799880
600675,3180596
600676,1310038
600677,627367
600678,422063
600679,250360
600680,391842
600681,452566
600682,1256362
600683,595707
600684,1381777
600685,202192
600686,1274845
600687,1073024
600688,335639
600689,254082
600690,3623077
600691,920727
600692,839774
600693,1034959
600694,459423
600695,232099
600696,330628
600697,272974
600698,522187
600699,295238
600701,476388
600702,344468
600703,1962551
600704,1713260
600705,7306382
600706,196509
600707,227235
600708,861048
600710,582695
600711,977600
600712,635775
600713,1005942
600714,262325
600715,384094
600716,452161
600717,1731175
600718,1690843
600719,546665
600720,1040499
600721,145216
600722,589472
600723,292934
600724,1151810
600725,823337
600726,359890
600727,527468
600728,1268666
600729,298321
600730,543120
600731,640985
600732,486581
600733,269773
600734,356096
600735,532782
600736,2651873
600737,1098006
600738,561954
600739,3008000
600740,742011
600741,4076196
600742,1081794
600743,1117580
600744,410945
600745,236353
600746,719684
600747,1589215
600748,611084
600749,312932
600750,719606
600751,462111
600753,224634
600754,289091
600755,1919468
600756,516168
600757,629703
600758,269485
600759,446451
600760,490478
600761,1094282
600763,241351
600764,808918
600765,895064
600766,422378
600767,376909
600768,334091
600769,557352
600770,2098914
600771,532483
600773,619948
600774,489985
600775,142692
600776,468095
600777,3050677
600778,376577
600779,629997
600780,1101258
600781,212258
600782,1032986
600783,600137
600784,715993
600785,460708
600787,3030992
600789,211904
600790,737755
600791,726315
600792,674752
600793,173325
600794,2059847
600795,24753107
600796,847961
600797,1242337
600798,776209
600800,990202
600801,620361
600802,278295
600803,560630
600804,794477
600805,1440728
600806,271239
600807,654432
600808,184155
600809,429660
600810,309343
600811,1361939
600812,394364
600814,590404
600815,614707
600816,2471797
600817,446821
600818,213744
600819,332002
600820,1719212
600821,446344
600822,272678
600823,3154695
600824,2572458
600825,1266320
600826,479355
600827,818105
600828,939449
600829,905878
600830,979451
600831,634957
600833,725110
600834,389757
600835,472436
600836,1361093
600837,2174705
600838,884576
600839,2759340
600841,282681
600843,280470
600844,693725
600845,430647
600846,1464913
600847,186231
600848,224168
600850,674418
600851,1172998
600853,198158
600854,594168
600855,160761
600856,550684
600857,570541
600858,684040
600859,432400
600860,166238
600861,237974
600862,714303
600863,1677825
600864,1016816
600865,471867
600866,1463190
600867,2727809
600868,3551345
600869,1067308
600870,826926
600871,247595
600872,1087492
600873,573593
600874,164896
600875,298510
600876,142698
600877,464258
600879,3626387
600880,2907978
600881,4623964
600882,237835
600883,466425
600884,1846678
600885,275062
600886,4466056
600887,7025927
600888,1073035
600889,461922
600890,554423
600891,344599
600892,632499
600893,324704
600894,321926
600895,1946195
600896,493520
600897,445321
600898,270732
600900,284783
600903,100000
600908,101162
600909,100596
600917,103677
600919,101903
600926,141929
600933,100000
600936,100963
600939,100000
600958,104030
600959,132210
600960,436333
600961,150440
600962,189255
600963,337788
600965,200128
600966,680052
600967,515937
600969,144496
600970,1171899
600971,660294
600973,856375
600975,709084
600976,283879
600977,101244
600978,497510
600979,400310
600980,176551
600981,452749
600982,385056
600983,242352
600984,146414
600985,326526
600986,411983
600987,391624
600988,546048
600990,277148
600992,153672
600993,1144287
600995,833016
600996,100913
600997,361791
600998,102384
600999,151331
601,100000
601000,359862
601001,214692
601002,106980
601003,398105
601005,105052
601006,159151
601007,106975
601008,165725
601009,465601
601010,433162
601011,258381
601012,553321
601015,150646
601016,202190
601018,115794
601019,100000
601020,101065
601021,202164
601028,238832
601038,103799
601058,478310
601069,100488
601086,100000
601088,152973
601098,110899
601099,284934
601100,158444
601101,297067
601106,100783
601107,118558
601108,100000
601111,110815
601113,209728
601116,111754
601117,108469
601118,103189
601126,220892
601127,101341
601128,101471
601137,211952
601139,166470
601155,133891
601158,129763
601163,101629
601166,380887
601168,110112
601169,310219
601177,101733
601179,108831
601186,116780
601188,108126
601198,102402
601199,428354
601200,100000
601208,223591
601211,105625
601212,100131
601216,1181013
601218,221353
601222,457031
601225,104568
601226,152388
601228,100299
601229,132433
601231,208597
601233,214835
601238,110751
601258,502245
601288,142235
601311,213690
601313,201822
601318,228439
601326,100816
601328,167009
601333,126184
601336,104215
601339,224310
601360,201952
601366,100698
601368,102033
601369,186548
601375,102046
601377,228977
601388,507004
601390,112198
601398,163402
601500,100689
601515,238755
601518,111699
601519,290831
601555,106799
601558,624242
601566,127933
601567,446755
601579,102341
601588,111611
601595,100982
601599,315077
601600,102034
601601,121567
601607,921500
601608,157060
601611,100595
601616,195264
601618,108573
601619,100000
601628,117680
601633,344236
601636,276079
601666,252795
601668,123281
601669,114940
601677,105439
601678,299353
601688,113851
601689,102910
601699,544941
601700,570082
601717,222989
601718,105816
601727,109133
601766,116343
601777,117457
601788,117469
601789,215671
601798,107439
601799,121677
601800,119026
601801,217631
601808,112411
601811,103242
601818,130797
601828,100000
601857,128530
601858,100259
601866,100824
601872,119998
601877,167468
601878,100000
601880,254024
601881,101316
601882,100190
601886,211823
601888,213996
601890,278148
601898,114277
601899,184494
601900,101944
601901,103121
601908,415760
601918,151185
601919,104288
601928,110757
601929,216391
601933,873062
601939,162303
601949,100000
601952,100000
601958,131736
601965,158881
601966,100752
601968,100434
601969,100802
601985,102705
601988,164471
601989,167867
601991,241918
601992,212194
601996,418898
601997,101669
601998,135858
601999,103430
603,100000
603000,411264
603001,113444
603002,155285
603003,100771
603005,101239
603006,203403
603007,250756
603008,156511
603009,253791
603010,222936
603011,202710
603012,201707
603015,202302
603016,101188
603017,407268
603018,204265
603019,201186
603020,207402
603021,263032
603022,251296
603023,454938
603025,103138
603026,102370
603027,201768
603028,100307
603029,100361
603030,301541
603031,100484
603032,100219
603033,141217
603035,101255
603036,100307
603037,131781
603038,101025
603039,100215
603040,100408
603041,100000
603042,100000
603043,100000
603050,120798
603055,100000
603056,100000
603058,100180
603060,100646
603063,100000
603066,302956
603067,100541
603069,100496
603076,100000
603077,1377392
603078,100000
603079,100000
603080,100000
603081,100000
603083,100000
603085,201013
603086,100000
603088,100920
603089,100852
603090,100599
603096,100861
603098,101259
603099,101496
603100,102365
603101,100508
603103,100000
603106,100000
603108,542619
603110,100000
603111,254842
603113,100000
603116,101717
603117,101472
603118,224362
603123,110362
603126,151843
603127,100000
603128,209119
603129,100000
603131,201427
603133,100280
603136,100000
603138,130263
603139,100000
603157,101882
603158,202372
603159,100880
603160,100408
603161,100000
603165,100312
603166,123584
603167,109578
603168,358919
603169,162753
603177,100515
603178,100630
603179,100000
603180,100000
603181,100000
603183,100000
603186,100374
603188,214898
603189,100492
603196,100000
603197,100886
603198,105987
603199,100918
603200,100000
603203,131152
603208,100793
603218,100483
603222,201642
603223,100625
603225,100000
603226,100578
603227,201935
603228,101303
603229,100000
603232,100000
603233,100000
603238,100340
603239,301901
603258,100995
603260,100000
603266,100721
603268,100693
603269,100000
603277,100000
603278,100000
603283,100000
603286,100000
603288,381383
603289,100000
603298,101390
603299,100459
603300,200862
603303,171876
603305,100000
603306,155457
603308,101364
603309,202539
603311,100769
603313,103783
603315,201714
603316,100000
603318,301721
603319,100367
603320,100000
603321,100000
603322,100200
603323,130503
603326,100000
603328,214702
603329,100000
603330,100531
603331,100000
603333,151430
603335,100000
603336,100779
603337,100859
603338,251423
603339,100668
603345,100896
603355,101343
603357,100000
603358,101347
603359,100000
603360,103278
603363,100000
603365,100000
603366,234250
603367,100000
603368,132888
603369,259280
603377,101725
603378,100000
603380,100000
603383,100000
603385,100000
603386,100000
603387,100000
603388,200000
603389,100641
603393,101632
603396,100000
603398,221367
603399,141190
603416,140530
603421,100766
603429,200000
603444,101548
603456,202925
603458,100000
603466,100000
603477,100000
603488,100000
603496,100000
603499,100000
603500,100000
603501,100000
603505,100000
603507,100000
603508,100623
603515,100828
603517,100950
603518,101212
603519,205588
603520,101612
603527,100000
603528,303663
603533,100000
603535,100000
603536,100000
603538,100000
603555,108194
603556,100547
603557,100000
603558,381576
603559,150312
603566,203068
603567,204244
603568,152314
603569,100490
603577,150781
603578,100000
603579,200837
603580,100000
603585,151667
603586,100000
603588,401858
603589,102172
603595,100000
603598,200456
603599,201782
603600,256597
603601,491002
603602,100000
603603,100208
603605,100000
603606,221632
603607,100000
603608,144125
603609,152851
603611,207550
603612,100000
603615,100948
603616,200491
603617,100000
603618,304724
603619,100000
603626,140420
603628,100162
603630,100460
603633,100357
603636,403126
603637,130637
603638,100856
603639,100368
603648,100000
603655,100000
603656,140558
603658,102255
603659,100000
603660,100190
603661,100000
603663,100338
603665,100000
603667,100633
603668,140479
603669,101944
603676,100000
603677,172569
603678,252210
603679,100000
603683,100000
603685,100000
603686,203077
603688,153853
603689,100205
603690,100364
603696,100739
603698,101429
603699,105924
603701,152537
603703,251841
603707,100000
603708,132579
603711,100000
603716,140096
603717,100000
603718,231193
603721,100000
603722,100000
603725,100000
603726,101164
603727,100846
603728,100000
603729,100319
603730,100000
603737,101151
603738,170870
603757,100000
603758,100000
603766,273020
603767,100000
603768,100000
603776,100000
603777,100957
603778,627407
603779,100390
603787,100000
603788,104901
603789,132214
603797,100524
603798,201682
603799,100640
603800,100391
603801,100000
603803,100000
603806,105166
603808,198951
603809,100000
603811,101138
603813,100000
603816,101310
603817,100383
603818,201574
603819,100498
603822,100290
603823,100595
603825,100000
603826,100314
603828,273260
603829,100000
603833,100000
603838,201883
603839,101373
603843,100424
603848,100000
603855,100000
603856,100000
603858,102393
603859,100617
603860,100000
603861,100413
603866,102254
603868,103955
603869,101463
603877,101818
603878,100795
603879,100000
603880,100000
603881,100076
603882,100000
603883,101240
603885,288246
603886,101174
603887,100337
603888,254802
603889,309628
603890,100000
603896,100000
603898,304337
603899,208236
603900,140923
603901,402269
603903,100080
603906,100000
603908,100802
603909,100242
603912,100000
603916,100000
603917,100000
603918,200751
603919,131311
603920,100000
603922,100000
603926,100000
603928,101058
603929,100720
603933,100000
603936,100322
603937,100000
603938,100000
603939,203232
603955,100376
603958,100787
603959,100665
603960,130469
603963,100000
603966,100435
603968,204497
603969,205000
603970,100000
603976,100000
603977,102823
603978,100000
603979,156949
603980,100000
603985,100000
603986,200545
603987,150919
603988,151344
603989,160798
603990,100475
603991,100000
603993,323268
603996,153145
603997,153191
603998,392894
603999,241914
605,100000
606,100000
607,100000
608,100000
609,100000
61,100000
610,100000
611,100000
612,100000
613,100000
615,100000
616,100000
617,100000
619,100000
62,100000
620,100000
622,100000
623,100000
625,100000
626,100000
627,100000
628,100000
629,100000
63,100000
630,100000
631,100000
632,100000
633,100000
635,100000
636,100000
637,100000
638,100000
639,100000
65,100000
650,100000
651,100000
652,100000
655,100000
656,100000
657,100000
659,100000
66,100000
661,100000
662,100000
663,100000
665,100000
666,100000
667,100000
668,100000
669,100000
670,100000
671,100000
672,100000
673,100000
676,100000
677,100000
678,100000
679,100000
68,100000
680,100000
681,100000
682,100000
683,100000
685,100000
686,100000
687,100000
688,100000
69,100000
690,100000
691,100000
692,100000
693,100000
695,100000
697,100000
698,100000
7,100000
70,100000
700,100000
701,100000
702,100000
703,100000
705,100000
707,100000
708,100000
709,100000
710,100000
711,100000
712,100000
713,100000
715,100000
716,100000
717,100000
718,100000
719,100000
720,100000
721,100000
722,100000
723,100000
725,100000
726,100000
727,100000
728,100000
729,100000
731,100000
732,100000
733,100000
735,100000
736,100000
737,100000
738,100000
739,100000
750,100000
751,100000
752,100000
753,100000
755,100000
756,100000
757,100000
758,100000
759,100000
760,100000
761,100000
762,100000
766,100000
767,100000
768,100000
776,100000
777,100000
778,100000
779,100000
78,100000
780,100000
782,100000
783,100000
785,100000
786,100000
788,100000
789,100000
790,100000
791,100000
792,100000
793,100000
795,100000
796,100000
797,100000
798,100000
799,100000
8,100000
800,100000
801,100000
802,100000
803,100000
806,100000
807,100000
809,100000
810,100000
811,100000
812,100000
813,100000
815,100000
816,100000
818,100000
819,100000
820,100000
821,100000
822,100000
823,100000
825,100000
826,100000
828,100000
829,100000
830,100000
831,100000
833,100000
835,100000
836,100000
837,100000
838,100000
839,100000
848,100000
850,100000
851,100000
852,100000
856,100000
858,100000
859,100000
860,100000
861,100000
862,100000
863,100000
868,100000
869,100000
875,100000
876,100000
877,100000
878,100000
88,100000
880,100000
881,100000
882,100000
883,100000
885,100000
886,100000
887,100000
888,100000
889,100000
89,100000
890,100000
892,100000
893,100000
895,100000
897,100000
898,100000
899,100000
9,100000
90,100000
900,100000
901,100000
902,100000
903,100000
905,100000
906,100000
908,100000
909,100000
910,100000
911,100000
912,100000
913,100000
915,100000
917,100000
918,100000
919,100000
920,100000
921,100000
922,100000
923,100000
925,100000
926,100000
927,100000
928,100000
929,100000
930,100000
931,100000
932,100000
933,100000
935,100000
936,100000
937,100000
938,100000
939,100000
948,100000
949,100000
950,100000
951,100000
952,100000
953,100000
955,100000
957,100000
958,100000
959,100000
96,100000
960,100000
961,100000
962,100000
963,100000
965,100000
966,100000
967,100000
968,100000
969,100000
970,100000
971,100000
972,100000
973,100000
975,100000
976,100000
977,100000
978,100000
979,100000
980,100000
981,100000
982,100000
983,100000
985,100000
987,100000
988,100000
989,100000
99,100000
990,100000
993,100000
995,100000
996,100000
997,100000
998,100000
999,100000
