code,up_limit,down_limit
000001,13.51,11.05
000002,36.19,29.61
000004,22.66,18.54
000005,4.18,3.42
000006,10.84,8.87
000007,18.33,14.99
000008,8.56,7.0
000009,6.49,5.31
000010,5.09,4.17
000011,17.0,13.91
000012,8.75,7.16
000014,11.53,9.43
000016,6.52,5.34
000017,5.95,4.87
000018,6.81,5.57
000019,13.37,10.94
000020,12.32,10.08
000021,9.42,7.7
000023,17.61,14.41
000025,38.24,31.28
000026,11.28,9.23
000027,6.24,5.1
000028,61.61,50.41
000029,12.29,10.05
000030,8.17,6.69
000031,8.8,7.2
000032,8.79,7.19
000034,23.76,19.44
000035,7.39,6.05
000036,10.13,8.29
000037,6.3,5.16
000038,20.35,16.65
000039,20.54,16.8
000040,13.35,10.93
000042,16.54,13.54
000043,9.65,7.89
000045,8.68,7.1
000046,8.71,7.13
000048,25.73,21.05
000049,38.63,31.61
000050,18.61,15.23
000055,8.55,6.99
000056,14.6,11.94
000058,6.96,5.7
000059,10.67,8.73
000060,11.21,9.17
000061,7.26,5.94
000062,21.89,17.91
000063,35.61,29.13
000065,16.93,13.85
000066,7.26,5.94
000068,4.95,4.05
000069,9.32,7.62
000070,9.81,8.03
000078,6.23,5.09
000088,8.42,6.89
000089,9.6,7.86
000090,10.62,8.69
000096,14.96,12.24
000099,9.04,7.4
000100,4.09,3.35
000150,30.53,24.98
000151,11.67,9.55
000153,8.1,6.62
000155,6.86,5.62
000156,12.54,10.26
000157,4.72,3.86
000158,8.37,6.85
000159,4.96,4.06
000166,5.54,4.54
000301,6.91,5.65
000333,60.06,49.14
000338,9.26,7.58
000400,12.55,10.27
000401,15.14,12.38
000402,11.32,9.26
000403,30.35,27.46
000404,5.82,4.76
000407,6.62,5.42
000408,18.04,14.76
000409,6.09,4.99
000410,10.03,9.07
000411,22.65,18.53
000413,8.91,7.29
000415,6.42,5.26
000416,5.86,4.8
000417,8.38,6.86
000418,78.87,64.53
000419,6.05,4.95
000420,3.31,2.71
000421,5.91,4.83
000422,3.42,2.8
000423,66.72,54.59
000425,4.72,3.86
000426,12.18,9.96
000428,4.05,3.31
000429,8.73,7.15
000430,8.88,7.26
000488,19.91,16.29
000498,7.15,5.85
000501,17.64,14.44
000502,9.8,8.02
000503,38.45,31.46
000504,26.05,21.31
000505,9.0,7.36
000506,4.93,4.03
000507,9.81,8.03
000509,6.73,5.51
000510,7.83,6.41
000513,77.29,63.23
000514,6.73,5.51
000516,5.38,4.4
000517,4.63,3.79
000518,6.34,5.18
000519,8.73,7.15
000520,3.67,3.01
000521,4.61,3.77
000523,7.7,6.3
000524,11.01,9.01
000525,26.2,21.44
000526,27.72,25.08
000528,10.74,8.78
000529,6.8,5.56
000530,5.29,4.33
000531,7.6,6.22
000532,10.48,8.58
000533,10.59,8.67
000534,14.36,11.75
000536,4.52,3.7
000537,14.91,12.2
000538,104.63,85.61
000539,4.99,4.09
000540,8.09,6.62
000541,9.55,7.81
000543,5.01,4.1
000544,14.63,11.97
000545,5.01,4.1
000546,15.18,12.42
000547,11.91,9.75
000548,6.84,5.6
000550,20.96,17.15
000551,7.56,6.18
000552,3.94,3.22
000553,15.81,12.93
000554,7.48,6.12
000555,11.09,9.07
000557,4.76,3.9
000558,4.66,3.82
000559,9.79,8.01
000560,9.1,7.44
000561,7.72,6.32
000563,4.46,3.65
000564,5.26,4.3
000565,6.7,5.48
000566,14.18,11.6
000567,27.94,22.86
000568,66.1,54.08
000570,5.52,4.52
000571,5.3,4.34
000572,4.09,3.35
000573,5.28,4.32
000576,22.11,18.09
000581,26.06,21.32
000582,9.79,8.01
000584,16.27,13.31
000585,3.77,3.09
000586,19.15,15.67
000587,7.63,6.25
000589,4.66,3.82
000590,12.4,10.14
000591,5.47,4.47
000592,4.84,3.96
000593,7.81,6.39
000595,4.54,4.1
000596,68.77,56.27
000597,10.42,8.52
000598,5.5,4.5
000599,6.72,5.5
000600,7.37,6.03
000601,7.3,5.98
000603,13.4,10.96
000605,17.88,14.63
000606,7.91,6.47
000607,5.78,4.73
000608,7.63,6.25
000609,9.86,8.06
000610,10.92,8.94
000611,7.35,6.01
000612,8.81,7.21
000613,8.31,7.51
000615,10.21,8.35
000616,3.76,3.08
000617,15.02,12.29
000619,7.92,6.48
000620,6.8,5.56
000622,4.62,3.78
000623,22.94,18.77
000625,13.16,10.76
000626,11.81,9.67
000627,8.18,6.7
000628,8.21,6.71
000630,3.06,2.5
000631,4.58,3.74
000632,6.49,5.31
000633,8.76,7.16
000635,14.31,11.71
000636,13.26,10.85
000637,5.83,4.77
000638,9.49,7.77
000639,17.2,14.08
000650,5.39,4.41
000651,57.21,46.81
000652,4.7,3.84
000655,5.8,4.74
000656,5.79,4.73
000657,12.38,10.13
000659,3.74,3.38
000661,185.9,152.1
000662,12.8,10.48
000663,17.92,14.66
000665,10.43,8.53
000666,18.95,15.51
000667,3.31,2.71
000668,14.76,12.08
000669,13.06,10.68
000670,5.71,4.67
000671,9.04,7.4
000672,13.07,10.69
000673,16.64,13.62
000676,12.12,9.92
000677,3.52,2.88
000678,6.81,5.57
000679,6.67,5.45
000680,4.92,4.02
000681,27.48,22.48
000682,4.82,3.94
000683,3.15,2.57
000685,10.75,8.79
000686,8.84,7.24
000687,10.91,8.93
000688,10.67,8.73
000690,8.6,7.04
000691,6.86,5.62
000692,4.36,3.56
000693,13.13,11.88
000695,9.75,7.97
000697,21.14,17.3
000698,6.02,4.92
000700,5.38,4.4
000701,8.9,7.28
000702,6.77,5.54
000703,28.61,23.41
000705,7.98,6.53
000707,4.41,3.61
000708,12.31,10.07
000709,4.37,3.57
000710,47.42,38.8
000711,14.34,11.74
000712,15.13,12.38
000713,7.28,5.96
000715,9.24,7.56
000716,5.79,4.73
000717,8.6,7.04
000718,4.62,3.78
000719,9.36,7.66
000720,4.62,3.78
000721,5.38,4.4
000722,9.6,7.86
000723,6.97,5.71
000725,6.28,5.14
000726,11.53,9.43
000727,2.52,2.06
000728,10.34,8.46
000729,7.94,6.5
000731,8.35,6.83
000732,32.84,26.87
000733,13.6,11.12
000735,9.19,7.52
000736,20.12,16.46
000737,4.48,4.06
000738,15.19,12.43
000739,5.83,4.77
000750,5.05,4.13
000751,5.35,4.37
000752,14.71,12.03
000753,3.69,3.02
000755,6.91,6.25
000756,13.12,10.74
000757,7.73,6.33
000758,6.83,5.59
000759,8.94,7.32
000760,5.2,4.26
000761,5.74,4.7
000762,15.14,12.38
000766,14.96,12.24
000767,2.92,2.39
000768,16.26,13.3
000776,18.41,15.07
000777,15.05,12.31
000778,5.7,4.66
000779,13.38,10.94
000780,5.26,4.76
000782,7.07,5.79
000783,8.21,6.71
000785,10.13,8.29
000786,26.35,21.56
000788,8.4,6.88
000789,11.79,9.65
000790,6.81,5.57
000791,7.41,6.07
000792,13.95,11.41
000793,9.24,7.56
000795,6.01,4.91
000796,14.19,11.61
000797,10.14,8.3
000798,8.92,7.3
000799,23.65,19.35
000800,11.53,9.43
000801,6.45,5.27
000802,12.89,10.55
000803,21.48,19.44
000806,7.12,5.82
000807,9.45,7.73
000809,3.51,3.17
000810,7.03,5.75
000811,8.15,6.67
000812,7.89,6.45
000813,9.2,7.52
000815,13.92,11.39
000816,4.59,3.75
000818,13.74,11.24
000819,10.29,8.42
000820,14.77,12.09
000821,12.65,10.35
000822,9.23,7.55
000823,10.84,8.87
000825,7.57,6.19
000826,31.82,26.04
000828,11.52,9.42
000829,9.42,7.7
000830,25.5,20.86
000831,11.44,9.36
000833,6.79,5.55
000835,8.2,6.71
000836,5.74,4.7
000837,5.83,4.77
000838,5.69,4.65
000839,8.87,7.25
000848,10.2,8.34
000850,4.62,3.78
000851,8.17,6.69
000852,8.97,7.34
000856,20.3,16.61
000858,83.71,68.49
000859,4.06,3.32
000860,21.36,17.48
000861,3.21,2.63
000862,4.27,3.49
000863,5.49,4.49
000868,7.21,5.9
000869,39.8,32.56
