code,up_limit,down_limit
000001,11.37,9.31
000002,27.71,22.67
000004,18.13,14.83
000005,3.21,2.63
000006,5.82,4.76
000007,9.5,7.78
000008,4.36,3.56
000009,5.28,4.32
000010,5.06,4.14
000011,10.75,8.79
000012,4.62,3.78
000014,10.24,8.38
000016,4.04,3.3
000017,5.02,4.1
000018,2.88,2.36
000019,8.26,6.76
000020,11.68,9.56
000021,6.8,5.56
000023,13.56,11.1
000025,29.38,24.04
000026,8.26,6.76
000027,6.03,4.93
000028,47.92,39.2
000029,12.29,10.05
000030,4.28,3.5
000031,5.59,4.57
000032,7.91,6.47
000034,16.28,13.32
000035,4.8,3.92
000036,6.34,5.18
000037,5.46,4.46
000038,15.46,12.65
000039,12.17,9.95
000040,9.79,8.01
000042,13.44,11.0
000043,8.7,7.12
000045,6.41,5.25
000046,5.76,4.72
000048,23.78,21.52
000049,31.12,25.46
000050,11.62,9.5
000055,4.76,3.9
000056,6.82,5.58
000058,7.9,6.46
000059,6.73,5.51
000060,4.52,3.7
000061,5.41,4.43
000062,20.38,16.68
000063,22.47,18.39
000065,9.77,7.99
000066,5.78,4.73
000068,4.54,3.72
000069,6.64,5.44
000070,8.07,6.61
000078,3.65,2.99
000088,5.56,4.55
000089,8.4,6.88
000090,5.72,4.68
000096,10.04,8.22
000099,6.45,5.27
000100,2.7,2.21
000150,16.48,13.48
000151,12.14,9.94
000153,6.4,5.24
000155,4.14,3.38
000156,9.91,8.11
000157,3.93,3.21
000158,5.65,4.63
000159,5.02,4.1
000166,4.84,3.96
000301,6.01,4.91
000333,44.02,36.02
000338,8.2,6.71
000400,9.78,8.0
000401,12.89,10.55
000402,7.66,6.26
000403,28.62,23.42
000404,4.58,3.74
000407,4.25,3.47
000408,12.32,10.08
000409,4.86,4.4
000410,7.15,5.85
000411,13.93,11.39
000413,5.2,4.26
000415,4.24,3.47
000416,4.93,4.03
000417,5.21,4.27
000418,51.83,42.41
000419,4.83,3.95
000420,2.21,1.81
000421,4.98,4.08
000422,2.92,2.64
000423,48.64,39.8
000425,3.58,2.93
000426,5.21,4.27
000428,2.96,2.42
000429,8.22,6.72
000430,6.0,4.91
000488,6.5,5.32
000498,5.38,4.4
000501,11.04,9.04
000502,8.49,6.95
000503,19.58,16.02
000504,15.04,12.3
000505,6.59,5.39
000506,3.91,3.2
000507,8.14,6.66
000509,3.62,2.96
000510,4.76,3.9
