code,up_limit,down_limit
000001,10.68,8.74
000002,27.83,22.77
000004,18.08,14.8
000005,3.15,2.57
000006,6.0,4.91
000007,9.6,7.86
000008,4.21,3.45
000009,5.06,4.14
000010,3.87,3.17
000011,10.98,8.98
000012,4.55,3.73
000014,10.87,8.89
000016,3.74,3.06
000017,5.27,4.31
000018,2.64,2.16
000019,8.07,6.61
000020,12.91,10.57
000021,6.36,5.2
000023,15.14,12.38
000025,29.16,23.86
000026,8.31,6.8
000027,5.87,4.81
000028,45.34,37.1
000029,12.29,10.05
000030,4.19,3.43
000031,5.62,4.6
000032,7.93,6.49
000034,14.8,12.11
000035,5.62,4.6
000036,6.37,5.21
000037,5.37,4.39
000038,14.56,11.92
000039,12.01,9.83
000040,9.13,7.47
000042,13.11,10.73
000043,8.38,6.86
000045,6.85,5.61
000046,5.31,4.35
000048,19.85,17.96
000049,30.98,25.34
000050,11.31,9.25
000055,4.55,3.73
000056,5.87,4.81
000058,6.72,5.5
000059,6.68,5.46
000060,4.46,3.65
000061,5.65,4.63
000062,19.64,16.07
000063,21.3,17.42
000065,9.23,7.55
000066,5.56,4.55
000068,5.69,4.65
000069,6.66,5.45
000070,7.59,6.21
000078,3.37,2.75
000088,5.72,4.68
000089,8.61,7.05
000090,5.48,4.48
000096,10.23,8.37
000099,6.38,5.22
000100,2.65,2.17
000150,15.82,12.94
000151,11.94,9.77
000153,5.91,4.83
000155,4.05,3.31
000156,9.01,7.37
000157,3.97,3.25
000158,5.59,4.57
000159,4.72,3.86
000166,4.65,3.81
000301,5.95,4.87
000333,42.16,34.5
000338,8.56,7.0
000400,10.04,8.22
000401,14.4,11.78
000402,7.27,5.95
000403,28.06,22.96
000404,4.3,3.52
000407,4.11,3.37
000408,12.31,10.07
000409,5.99,5.42
000410,6.97,5.71
000411,13.59,11.12
000413,5.2,4.26
000415,4.17,3.41
000416,4.93,4.03
000417,4.98,4.08
000418,49.32,40.36
000419,4.62,3.78
000420,2.08,1.7
000421,5.06,4.14
000422,3.19,2.89
000423,45.1,36.9
000425,3.72,3.04
000426,5.41,4.43
000428,2.89,2.37
000429,9.1,7.44
000430,5.62,4.6
000488,6.29,5.15
000498,6.12,5.0
000501,10.69,8.75
000502,8.42,6.89
000503,19.33,15.81
000504,13.97,11.43
000505,6.72,5.5
000506,3.78,3.1
000507,7.91,6.47
000509,3.28,2.68
000510,4.58,3.74
000513,29.3,23.98
000514,4.22,3.46
000516,5.41,4.43
000517,2.78,2.28
000518,3.89,3.19
000519,7.08,5.8
000520,3.32,2.72
000521,3.55,2.91
000523,4.5,3.68
000524,7.9,6.46
000525,15.57,12.74
000526,21.84,17.87
000528,7.37,6.03
000529,5.03,4.11
000530,3.89,3.19
000531,5.34,4.37
000532,12.07,9.87
000533,3.52,2.88
000534,11.19,9.15
000536,2.04,1.67
000537,8.18,6.7
000538,79.59,65.12
000539,4.86,3.98
000540,5.36,4.38
000541,5.76,4.72
000543,5.39,4.41
000544,5.69,4.65
000545,3.89,3.19
000546,9.81,8.03
000547,8.99,7.35
000548,4.99,4.09
000550,13.15,10.76
000551,6.17,5.05
000552,2.93,2.39
000553,10.41,8.51
000554,6.05,4.95
000555,10.48,8.58
000557,4.05,3.31
000558,3.34,2.74
000559,6.0,4.91
000560,5.64,4.62
000561,6.27,5.13
000563,3.04,2.48
000564,2.92,2.39
000565,4.94,4.04
000566,6.16,5.04
000567,12.66,10.36
000568,45.16,36.95
000570,4.27,3.49
000571,4.29,3.51
000572,2.54,2.08
000573,3.5,2.86
000576,7.08,5.8
000581,20.27,16.59
000582,8.13,6.65
000584,7.03,5.75
000585,2.25,2.03
000586,8.68,7.1
000587,2.79,2.29
000589,3.84,3.14
000590,8.15,6.67
000591,3.41,2.79
000592,3.09,2.53
000593,8.0,6.54
000595,3.16,2.58
000596,61.42,50.26
000597,11.31,9.25
000598,4.48,3.66
000599,4.29,3.51
000600,5.54,4.54
000601,4.24,3.47
000603,10.59,8.67
000605,9.96,8.15
000606,7.24,5.92
000607,4.68,3.83
000608,5.41,4.43
000609,6.68,5.46
000610,8.89,7.27
000611,6.49,5.31
000612,4.49,3.67
000613,8.37,6.85
000615,5.87,4.81
000616,2.9,2.38
000617,11.62,9.5
000619,5.96,4.88
000620,4.37,3.57
000622,7.94,6.5
000623,16.09,13.17
000625,7.11,5.81
000626,7.62,6.24
000627,6.35,5.19
000628,11.33,9.27
000629,3.55,2.91
000630,2.21,1.81
000631,3.32,2.72
000632,4.33,3.55
000633,5.12,4.19
000635,9.43,7.71
000636,12.46,10.2
000637,4.33,3.55
000638,6.59,5.39
000639,7.65,6.26
000650,6.58,5.38
000651,39.93,32.67
000652,3.59,2.93
000655,3.5,3.16
000656,6.73,5.51
000657,6.08,4.98
000659,4.61,3.77
000661,186.77,152.81
000662,6.77,5.54
000663,6.92,5.66
000665,7.91,6.47
000666,12.78,10.46
000667,2.81,2.3
000668,11.44,9.36
000669,7.32,5.99
000670,3.7,3.02
000671,6.0,4.91
000672,9.39,7.69
000673,5.56,4.55
000676,10.53,8.61
000677,2.98,2.44
000678,5.4,4.42
000679,4.52,3.7
000680,3.72,3.04
000681,26.51,21.69
000682,3.74,3.06
000683,2.67,2.19
000685,7.92,6.48
000686,7.22,5.9
000687,8.15,6.67
000688,12.74,10.42
000690,7.69,6.29
000691,4.82,3.94
000692,3.05,2.49
000695,9.9,8.1
000697,13.92,11.39
000698,4.21,3.45
000700,3.41,2.79
000701,6.9,5.64
000702,5.71,4.67
000703,13.2,10.8
000705,6.75,5.53
000707,3.22,2.92
000708,9.68,7.92
000709,3.18,2.6
000710,35.2,28.8
000711,6.52,5.34
000712,10.51,8.6
000713,5.12,4.19
000715,6.64,5.44
000716,3.25,2.66
000717,5.45,4.46
000718,3.51,2.87
000719,8.31,6.8
000720,3.57,3.23
000721,4.76,3.9
000722,7.08,5.8
000723,3.62,2.96
000725,2.94,2.4
000726,10.47,8.57
000727,1.67,1.37
000728,8.23,6.73
000729,6.52,5.34
000731,5.63,4.61
000732,16.06,13.14
000733,12.65,10.35
000735,9.97,8.15
000736,8.69,7.11
000737,3.16,2.86
000738,13.73,11.23
000739,8.21,6.71
000750,4.82,3.94
000751,3.23,2.65
000752,8.24,6.74
000753,3.33,2.73
000755,4.74,3.88
000756,6.37,5.21
000757,5.57,4.55
000758,4.17,3.41
000759,6.02,4.92
000760,4.06,3.32
000761,3.88,3.18
000762,7.83,6.41
000766,8.71,7.13
000767,2.78,2.28
000768,15.36,12.56
000776,14.11,11.55
000777,11.31,9.25
000778,4.8,3.92
000779,9.72,7.96
000780,3.43,2.81
000782,4.87,3.99
000783,5.95,4.87
000785,7.23,5.91
000786,16.61,13.59
000788,5.75,4.71
000789,12.35,10.11
000790,4.65,3.81
000791,5.62,4.6
000792,8.76,7.16
000793,3.55,2.91
000795,4.13,3.38
000796,7.79,6.37
000797,5.12,4.19
000798,5.79,4.73
000799,18.8,15.38
000800,7.62,6.24
000801,4.87,3.99
000802,11.85,9.69
000803,14.1,11.54
000806,4.84,3.96
000807,4.46,3.65
000809,2.72,2.22
000810,6.45,5.27
000811,6.46,5.28
000812,4.04,3.3
000813,10.16,8.32
000815,7.66,6.26
000816,1.71,1.55
000818,10.4,8.51
000819,10.21,8.35
000820,7.02,5.74
000821,9.0,7.36
000822,5.54,4.54
000823,8.65,7.07
000825,4.86,3.98
000826,11.53,9.43
000828,8.1,6.62
000829,6.14,5.02
000830,11.76,9.62
000831,9.66,7.9
000833,5.23,4.28
000835,5.08,4.16
000836,4.2,3.44
000837,4.46,3.65
000838,3.33,2.73
000839,3.84,3.14
000848,8.61,7.05
000850,3.64,2.98
000851,5.12,4.19
000852,8.5,6.96
000856,15.75,12.89
000858,57.05,46.67
000859,3.26,2.66
000860,37.66,30.82
000861,2.76,2.26
000862,3.4,2.78
000863,4.26,3.48
000868,4.27,3.49
000869,30.38,24.86
000875,2.76,2.26
000876,8.09,6.62
000877,8.01,6.55
000878,8.94,7.32
000880,8.23,6.73
000881,7.61,6.23
000882,2.53,2.07
000883,4.02,3.29
000885,8.44,6.9
000886,4.22,3.46
000887,11.26,9.22
000888,6.37,5.21
000889,11.7,9.58
000890,4.97,4.07
000892,5.48,4.48
000893,4.41,3.99
000895,25.65,20.99
000897,2.76,2.26
000898,5.69,4.65
000899,4.74,3.88
000900,4.47,3.65
000901,10.14,8.3
000902,9.35,7.65
000903,2.85,2.33
000905,6.91,5.65
000906,5.52,4.52
000908,4.85,3.97
000909,7.57,6.19
000910,11.62,9.5
000911,6.61,5.41
000912,6.77,6.13
000913,10.92,8.94
000915,16.92,13.84
000917,7.15,5.85
000918,8.62,7.06
000919,6.94,5.68
000920,6.19,5.07
000921,7.88,6.44
000922,7.33,5.99
000923,14.66,12.0
000925,6.5,5.32
000926,6.95,5.69
000927,3.67,3.01
000928,4.68,3.83
000929,7.45,6.09
000930,8.7,7.12
000931,7.87,6.44
000932,7.02,5.74
000933,4.5,3.68
000935,18.23,14.91
000936,6.9,5.64
000937,4.19,3.43
000938,35.87,29.35
000939,1.26,1.14
000948,10.67,8.73
000949,2.93,2.39
000950,5.95,4.87
000951,12.43,10.17
000952,10.75,8.79
000953,4.24,3.84
000955,4.7,3.84
000957,5.07,4.15
000958,3.67,3.01
000959,4.11,3.37
000960,11.1,9.08
000961,6.64,5.44
000962,7.33,5.99
000963,29.26,23.94
000965,4.37,3.57
000966,3.84,3.14
000967,6.16,5.04
000968,11.59,9.49
000969,5.3,4.34
000970,8.58,7.02
000971,4.04,3.3
000972,3.16,2.86
000973,3.82,3.12
000975,10.3,8.42
000976,5.49,4.49
000977,19.23,15.73
000978,5.84,4.78
000979,0.25,0.21
000980,4.95,4.05
000981,4.13,3.38
000982,1.39,1.25
000983,6.33,5.18
000985,14.29,11.69
000987,8.7,7.12
000988,13.15,10.76
000989,11.29,9.23
000990,14.17,11.59
000993,5.31,4.35
000995,6.41,5.8
000996,10.34,8.46
000997,16.37,13.39
000998,15.46,12.65
000999,24.56,20.1
001696,4.81,3.93
001872,18.11,14.81
001896,3.5,2.86
001965,8.67,7.09
001979,19.26,15.76
002001,16.51,13.51
002002,3.23,2.65
002003,7.69,6.29
002004,5.32,4.36
002005,2.59,2.12
002006,5.35,4.37
002007,35.52,29.06
002008,32.84,26.87
002009,8.99,7.35
002010,7.47,6.11
002011,5.08,4.16
002012,4.58,3.74
002013,7.57,6.19
002014,7.03,5.75
002015,5.4,4.42
002016,10.79,8.83
002017,7.54,6.17
002018,1.4,1.26
002019,11.91,9.75
002020,9.39,7.69
002021,3.42,2.8
002022,10.59,8.67
002023,10.89,8.91
002024,11.46,9.38
002025,24.51,20.05
002026,6.35,5.19
002027,6.59,5.39
002028,11.11,9.09
002029,6.94,5.68
002030,12.31,10.07
002031,2.12,1.74
002032,59.62,48.78
002033,6.3,5.16
002034,12.93,10.58
002035,10.09,8.25
002036,9.33,7.63
002037,9.09,7.43
002038,28.49,23.31
002039,14.5,11.86
002040,9.12,7.46
002041,6.2,5.08
002042,5.86,4.8
002043,5.81,4.75
002044,15.83,12.95
002045,5.67,4.64
002046,7.27,5.95
002047,7.57,6.19
002048,11.57,9.47
002049,33.46,27.38
002050,13.75,11.25
002051,12.49,10.22
002052,4.61,3.77
002053,8.14,6.66
002054,7.25,5.93
002055,11.31,9.25
002056,6.01,4.91
002057,6.62,5.42
002058,14.0,11.46
002059,6.0,4.91
002060,3.08,2.52
002061,12.87,10.53
002062,4.46,3.65
002063,6.02,4.92
002064,4.61,3.77
002065,7.52,6.16
002066,8.42,6.89
002067,3.94,3.22
002068,7.01,5.73
002069,3.8,3.11
002071,6.0,4.91
002072,7.76,6.35
002073,5.07,4.15
002074,12.85,10.51
002075,9.83,8.05
002076,4.1,3.36
002077,4.63,3.79
002078,6.4,5.24
002079,5.27,4.31
002080,9.74,7.97
002081,9.53,7.79
002082,8.51,6.97
002083,5.41,4.43
002084,4.69,3.83
002085,7.66,6.26
002086,4.94,4.04
002087,3.96,3.24
002088,10.08,8.24
002089,5.02,4.1
002090,20.02,16.38
002091,6.0,4.91
002092,8.36,6.84
002093,7.83,6.41
002094,5.75,4.71
002095,22.33,18.27
002096,5.87,4.81
002097,6.62,5.42
002098,9.27,7.59
002099,4.99,4.09
002100,4.93,4.03
002101,8.75,7.16
002102,2.04,1.84
002103,5.24,4.28
002104,6.24,5.1
002105,4.39,3.59
002106,6.82,5.58
002107,7.44,6.08
002108,4.98,4.08
002109,4.07,3.33
002110,14.67,12.01
002111,10.9,8.92
002112,7.87,6.44
002113,4.61,3.77
002114,7.8,6.38
002115,10.46,8.56
002116,7.93,6.49
002117,15.64,12.8
002118,4.84,3.96
002119,9.67,7.91
002120,32.8,26.84
002121,5.27,4.31
002122,1.94,1.76
002123,7.89,6.45
002124,7.05,5.77
002125,7.74,6.34
002126,8.16,6.68
002127,7.93,6.49
002128,8.17,6.69
