code,up_limit,down_limit
000001,10.36,8.48
000002,25.65,20.99
000004,20.17,16.51
000005,3.47,2.84
000006,6.45,5.27
000007,14.74,12.06
000008,5.46,4.46
000009,5.52,4.52
000010,5.1,4.18
000011,12.45,10.19
000012,5.6,4.58
000014,14.41,11.79
000016,5.27,4.31
000017,5.38,4.4
000018,3.77,3.09
000019,11.06,9.05
000020,15.37,12.57
000021,7.59,6.21
000023,14.39,11.77
000025,35.62,29.14
000026,9.13,7.47
000027,5.61,4.59
000028,49.36,40.38
000029,12.29,10.05
000030,5.58,4.56
000031,6.78,5.54
000032,9.08,7.43
000034,16.79,13.73
000035,5.04,4.12
000036,6.69,5.47
000037,6.77,5.54
000038,19.91,16.29
000039,13.66,11.18
000040,11.62,9.5
000042,17.97,14.71
000043,8.02,6.56
000045,7.9,6.46
000046,7.13,5.83
000048,21.84,19.76
000049,31.31,25.61
000050,15.64,12.8
000055,5.63,4.61
000056,11.29,9.23
000058,5.91,4.83
000059,7.95,6.51
000060,5.31,4.35
000061,5.94,4.86
000062,23.02,18.84
000063,16.06,13.14
000065,9.88,8.08
000066,8.14,6.66
000068,3.51,2.87
000069,7.44,6.08
000070,8.38,6.86
000078,4.81,3.93
000088,6.47,5.29
000089,8.95,7.33
000090,6.77,5.54
000096,12.1,9.9
000099,7.23,5.91
000100,3.3,2.7
000150,21.99,17.99
000151,15.07,12.33
000153,7.28,5.96
000155,5.79,4.73
000156,10.11,8.27
000157,4.6,3.76
000158,6.63,5.43
000159,4.49,3.67
000166,4.88,4.0
000301,6.7,5.48
000333,52.37,42.85
000338,9.38,7.68
000400,9.03,7.39
000401,12.24,10.02
000402,8.23,6.73
000403,30.88,27.94
000404,4.87,3.99
000407,4.77,3.91
000408,16.01,13.1
000409,4.1,3.71
000410,8.9,7.28
000411,16.2,13.26
000413,6.69,5.47
000415,4.66,3.82
000416,5.62,4.6
000417,6.36,5.2
000418,62.15,50.85
000419,5.52,4.52
000420,2.68,2.2
000421,5.35,4.37
000422,2.82,2.56
000423,57.63,47.15
000425,4.66,3.82
000426,7.93,6.49
000428,3.23,2.65
000429,8.27,6.77
000430,7.28,5.96
000488,13.89,11.37
000498,4.84,3.96
000501,12.69,10.39
000502,7.78,6.36
000503,30.81,25.21
000504,22.39,18.32
000505,6.95,5.69
000506,3.53,2.89
000507,9.35,7.65
000509,3.59,2.93
000510,5.32,4.36
000513,49.12,40.19
000514,5.06,4.14
000516,5.87,4.81
000517,3.32,2.72
000518,4.68,3.83
000519,8.87,7.25
000520,3.48,2.84
000521,4.19,3.43
000523,6.73,5.51
000524,9.3,7.61
000525,18.13,14.83
000526,31.0,25.36
000528,12.75,10.43
000529,6.15,5.03
000530,4.3,3.52
000531,5.71,4.67
000532,11.07,9.05
000533,4.08,3.34
000534,12.87,10.53
000536,3.07,2.51
000537,11.19,9.15
000538,109.57,89.65
000539,5.09,4.17
000540,5.36,4.38
000541,6.67,5.45
000543,5.43,4.45
000544,7.85,6.43
000545,4.14,3.38
000546,15.02,12.29
000547,8.76,7.16
000548,4.97,4.07
000550,13.04,10.67
000551,6.77,5.54
000552,3.61,2.95
000553,16.48,13.48
000554,7.07,5.79
000555,13.01,10.65
000557,5.1,4.18
000558,3.99,3.27
000559,7.4,6.06
000560,6.64,5.44
000561,6.8,5.56
000563,3.36,2.75
000564,4.35,3.56
000565,5.59,4.57
000566,8.78,7.18
000567,15.63,12.79
000568,60.42,49.44
000570,4.8,3.92
000571,4.31,3.53
000572,3.43,2.81
000573,3.87,3.17
000576,6.99,5.72
000581,23.54,19.26
000582,8.72,7.14
000584,10.53,8.61
000585,2.07,1.87
000586,12.31,10.07
000587,3.67,3.01
000589,3.87,3.17
000590,10.82,8.86
000591,4.18,3.42
000592,3.28,2.68
000593,7.12,5.82
000595,4.3,3.52
000596,103.04,84.3
000597,14.74,12.06
000598,4.9,4.01
000599,5.45,4.46
000600,6.44,5.27
000601,5.61,4.59
000603,11.91,9.75
000605,11.48,9.4
000606,7.11,5.81
000607,4.71,3.85
000608,5.75,4.71
000609,6.48,5.3
000610,7.01,5.73
000611,7.4,6.06
000612,5.57,4.55
000613,9.1,7.44
000615,7.06,5.78
000616,3.23,2.65
000617,12.5,10.22
000619,7.04,5.76
000620,6.0,4.91
000622,3.76,3.08
000623,19.12,15.64
000625,8.89,7.27
000626,7.78,6.36
000627,7.37,6.03
000628,9.46,7.74
000630,2.42,1.98
000631,3.92,3.2
000632,5.95,4.87
000633,5.65,4.63
000635,12.31,10.07
000636,21.48,17.58
000637,4.85,3.97
000638,6.12,5.0
000639,10.49,8.59
000650,8.36,6.84
000651,48.59,39.75
000652,3.48,2.84
000655,3.56,3.22
000656,5.58,4.56
000657,7.88,6.44
000659,2.72,2.22
000661,226.6,185.4
000662,7.28,5.96
000663,8.51,6.97
000665,9.41,7.7
000666,19.89,16.27
000667,2.52,2.06
000668,11.51,9.41
000669,7.98,6.53
000670,4.75,3.89
000671,6.74,5.52
000672,10.81,8.85
000673,20.17,16.51
000676,12.74,10.42
000677,3.91,3.2
000678,6.0,4.91
000679,5.35,4.37
000680,4.3,3.52
000681,30.01,24.55
000682,4.29,3.51
000683,3.4,2.78
000685,8.92,7.3
000686,6.97,5.71
000687,9.8,8.02
000688,12.4,10.14
000690,8.16,6.68
000691,4.33,3.55
000692,3.61,2.95
000695,9.92,8.12
000697,18.59,15.21
000698,4.74,3.88
000700,4.1,3.36
000701,8.05,6.59
000702,6.58,5.38
000703,17.89,14.63
000705,7.24,5.92
000707,3.19,2.89
000708,10.14,8.3
000709,3.22,2.64
000710,49.63,40.61
000711,11.02,9.02
000712,10.37,8.49
000713,7.0,5.72
000715,7.37,6.03
000716,4.05,3.31
000717,8.5,6.96
000718,3.95,3.23
000719,7.71,6.31
000720,3.81,3.45
000721,5.5,4.5
000722,6.75,5.53
000723,5.38,4.4
000725,4.14,3.38
000726,11.47,9.39
