code,up_limit,down_limit
000001,12.49,10.22
000002,33.17,27.14
000004,23.95,19.59
000005,3.87,3.17
000006,7.7,6.3
000007,14.96,12.24
000008,6.61,5.41
000009,6.6,5.4
000010,3.75,3.07
000011,15.83,12.95
000012,7.9,6.46
000014,11.61,9.5
000016,6.85,5.61
000017,5.78,4.73
000018,6.66,5.45
000019,11.74,9.6
000020,15.36,12.56
000021,10.64,8.7
000023,17.45,14.27
000025,40.6,33.22
000026,11.06,9.05
000027,6.18,5.06
000028,60.16,49.22
000029,12.29,10.05
000030,7.69,6.29
000031,7.51,6.15
000032,9.72,7.96
000034,23.76,19.44
000035,7.39,6.05
000036,8.4,6.88
000037,7.55,6.17
000038,20.35,16.65
000039,16.75,13.71
000040,12.61,10.31
000042,16.84,13.78
000043,10.35,8.47
000045,8.83,7.23
000046,7.77,6.35
000048,26.02,21.29
000049,34.67,28.37
000050,16.46,13.46
000055,7.59,6.21
000056,11.81,9.67
000058,7.07,5.79
000059,8.4,6.88
000060,10.37,8.49
000061,7.18,5.88
000062,22.18,18.14
000063,34.44,28.18
000065,16.53,13.53
000066,10.49,8.59
000068,4.66,3.82
000069,8.61,7.05
000070,11.03,9.03
000078,6.18,5.06
000088,8.07,6.61
000089,8.57,7.01
000090,9.57,7.83
000096,12.33,10.09
000099,9.0,7.36
000100,3.54,2.9
000150,32.78,26.82
000151,16.23,13.28
000153,8.17,6.69
000155,7.47,6.11
000156,12.54,10.26
000157,4.55,3.73
000158,8.39,6.87
000159,4.61,3.77
000166,5.17,4.23
000301,7.24,5.92
000333,56.54,46.26
000338,8.97,7.34
000400,11.67,9.55
000401,14.66,12.0
000402,10.01,8.19
000403,34.18,30.92
000404,5.72,4.68
000407,5.84,4.78
000408,18.0,14.72
000409,5.05,4.13
000410,12.13,9.93
000411,28.4,23.24
000413,8.36,6.84
000415,6.42,5.26
000416,6.28,5.14
000417,7.82,6.4
000418,65.49,53.59
000419,5.9,4.82
000420,2.98,2.44
000421,5.57,4.55
000422,3.36,2.75
000423,65.01,53.19
000425,4.36,3.56
000426,10.03,8.21
000428,3.98,3.26
000429,8.62,7.06
000430,8.32,6.8
000488,16.81,13.75
000498,6.36,5.2
000501,15.64,12.8
000502,9.83,8.05
000503,43.13,35.29
000504,24.23,19.83
000505,9.25,7.57
000506,4.93,4.03
000507,10.4,8.51
000509,3.54,2.9
000510,6.79,5.55
000513,71.63,58.61
000514,6.92,5.66
000516,5.72,4.68
000517,4.16,3.4
000518,6.11,5.0
000519,10.57,8.65
000520,3.59,2.93
000521,4.6,3.76
000523,8.69,7.11
000524,11.53,9.43
000525,21.68,17.74
000526,29.59,26.77
000528,9.93,8.13
000529,6.74,5.52
000530,5.12,4.19
000531,7.1,5.81
000532,13.57,11.11
000533,5.79,4.73
000534,14.36,11.75
000536,4.11,3.37
000537,12.87,10.53
000538,103.84,84.96
000539,4.79,3.92
000540,8.09,6.62
000541,9.01,7.37
000543,4.92,4.02
000544,14.63,11.97
000545,4.51,3.69
000546,16.14,13.2
000547,11.83,9.68
000548,6.5,5.32
000550,15.04,12.3
000551,7.3,5.98
000552,3.73,3.05
000553,16.01,13.1
000554,7.5,6.14
000555,15.83,12.95
000557,4.46,3.65
000558,4.47,3.65
000559,9.0,7.36
000560,9.1,7.44
000561,8.35,6.83
000563,4.28,3.5
000564,5.26,4.3
000565,6.74,5.52
000566,14.18,11.6
000567,25.52,20.88
000568,66.54,54.44
000570,5.21,4.27
000571,6.13,5.01
000572,4.28,3.5
000573,4.65,3.81
000576,22.26,18.22
000581,24.76,20.26
000582,10.12,8.28
000584,15.28,12.5
000585,2.86,2.58
000586,11.24,9.2
000587,7.7,6.3
000589,4.19,3.43
000590,13.83,11.31
000591,5.73,4.69
000592,4.47,3.65
000593,7.59,6.21
000595,5.02,4.54
000596,66.94,54.77
000597,10.41,8.51
000598,5.26,4.3
000599,6.53,5.35
000600,7.39,6.05
000601,7.05,5.77
000603,12.91,10.57
000605,21.81,17.85
000606,7.91,6.47
000607,5.7,4.66
000608,6.79,5.55
000609,9.99,8.17
000610,10.62,8.69
000611,7.84,6.42
000612,7.27,5.95
000613,11.07,9.05
000615,11.09,9.07
000616,3.76,3.08
000617,14.25,11.66
000619,7.48,6.12
000620,6.48,5.3
000622,4.97,4.07
000623,21.77,17.81
000625,11.57,9.47
000626,10.85,8.87
000627,8.28,6.78
000628,9.48,7.76
000630,2.83,2.31
000631,4.18,3.42
000632,6.0,4.91
000633,9.05,7.41
000635,12.97,10.61
000636,14.21,11.63
000637,5.43,4.45
000638,10.93,8.95
000639,16.47,13.47
000650,5.31,4.35
000651,52.64,43.07
000652,4.5,3.68
000655,4.4,3.98
000656,5.9,4.82
000657,12.95,10.59
000659,3.95,3.57
000661,200.3,163.88
000662,13.55,11.09
000663,11.21,9.17
000665,10.55,8.63
000666,20.12,16.46
000667,3.08,2.52
000668,13.75,11.25
000669,11.84,9.68
000670,7.41,6.07
000671,7.98,6.53
000672,11.73,9.59
000673,18.37,15.03
000676,15.64,12.8
000677,3.66,3.0
000678,6.39,5.23
000679,6.3,5.16
000680,4.52,3.7
000681,26.68,21.83
000682,4.64,3.8
000683,3.01,2.47
000685,10.32,8.44
000686,8.27,6.77
000687,12.24,10.02
000688,11.66,9.54
000690,8.55,6.99
000691,6.58,5.38
000692,4.28,3.5
000693,4.47,4.05
000695,9.8,8.02
000697,21.2,17.34
000698,5.39,4.41
000700,4.91,4.01
000701,9.49,7.77
000702,6.67,5.45
000703,22.42,18.34
000705,8.01,6.55
000707,4.05,3.31
000708,11.02,9.02
000709,3.6,2.94
000710,66.0,54.0
000711,13.22,10.82
000712,15.73,12.87
000713,7.93,6.49
000715,9.44,7.72
000716,5.58,4.56
000717,7.32,5.99
000718,4.38,3.58
000719,8.81,7.21
000720,4.47,4.05
000721,5.19,4.25
000722,8.91,7.29
000723,5.97,4.89
000725,4.94,4.04
000726,11.3,9.24
000727,2.48,2.03
000728,9.83,8.05
000729,8.5,6.96
000731,7.81,6.39
000732,28.42,23.26
000733,15.97,13.07
000735,10.03,8.21
000736,20.5,16.78
000737,3.57,3.23
000738,18.15,14.85
000739,6.86,5.62
000750,4.43,3.63
000751,4.94,4.04
000752,15.08,12.34
000753,3.63,2.97
000755,5.55,5.03
000756,14.18,11.6
000757,7.73,6.33
000758,6.13,5.01
000759,8.6,7.04
000760,4.51,3.69
000761,4.63,3.79
000762,13.92,11.39
000766,14.96,12.24
000767,2.84,2.32
000768,21.16,17.32
000776,17.17,14.05
000777,14.59,11.93
000778,5.04,4.12
000779,14.82,12.12
000780,5.04,4.56
000782,7.46,6.1
000783,7.59,6.21
000785,10.43,8.53
000786,25.25,20.66
000788,7.78,6.36
000789,12.99,10.63
000790,6.6,5.4
000791,6.88,5.63
000792,14.16,11.58
000793,9.24,7.56
000795,6.0,4.91
000796,14.19,11.61
