code,up_limit,down_limit
000001,11.19,9.15
000002,29.11,23.81
000004,20.09,16.43
000005,3.23,2.65
000006,6.29,5.15
000007,8.91,7.29
000008,4.37,3.57
000009,5.06,4.14
000010,3.89,3.19
000011,11.75,9.61
000012,4.58,3.74
000014,11.22,9.18
000016,3.91,3.2
000017,5.67,4.64
000018,2.67,2.19
000019,8.45,6.91
000020,13.46,11.02
000021,6.55,5.36
000023,16.59,13.57
000025,30.03,24.57
000026,8.24,6.74
000027,5.83,4.77
000028,47.62,38.96
000029,12.29,10.05
000030,4.31,3.53
000031,5.72,4.68
000032,8.14,6.66
000034,15.43,12.63
000035,5.71,4.67
000036,6.26,5.12
000037,5.47,4.47
000038,14.74,12.06
000039,12.22,10.0
000040,9.41,7.7
000042,13.22,10.82
000043,8.2,6.71
000045,7.36,6.02
000046,5.52,4.52
000048,20.53,18.57
000049,31.46,25.74
000050,11.22,9.18
000055,4.65,3.81
000056,6.08,4.98
000058,6.24,5.1
000059,6.77,5.54
000060,4.52,3.7
000061,5.64,4.62
000062,19.99,16.35
000063,21.62,17.69
000065,9.65,7.89
000066,5.65,4.63
000068,4.26,3.48
000069,6.73,5.51
000070,7.74,6.34
000078,3.43,2.81
000088,5.9,4.82
000089,8.54,6.98
000090,5.52,4.52
000096,10.3,8.42
000099,6.5,5.32
000100,2.7,2.21
000150,16.6,13.58
000151,12.14,9.94
000153,6.02,4.92
000155,4.13,3.38
000156,9.31,7.61
000157,4.04,3.3
000158,5.78,4.73
000159,4.71,3.85
000166,4.68,3.83
000301,6.01,4.91
000333,43.73,35.78
000338,8.47,6.93
000400,10.23,8.37
000401,14.53,11.89
000402,7.49,6.13
000403,27.72,22.68
000404,4.33,3.55
000407,4.27,3.49
000408,12.94,10.58
000409,6.38,5.78
000410,7.24,5.92
000411,13.81,11.3
000413,5.29,4.33
000415,4.27,3.49
000416,4.93,4.03
000417,5.09,4.17
000418,52.29,42.79
000419,4.8,3.92
000420,2.11,1.73
000421,5.26,4.3
000422,3.15,2.85
000423,49.52,40.52
000425,3.74,3.06
000426,5.4,4.42
000428,2.93,2.39
000429,8.33,6.81
000430,5.81,4.75
000488,6.51,5.33
000498,6.26,5.12
000501,10.84,8.87
000502,8.2,6.71
000503,20.59,16.85
000504,14.44,11.82
000505,6.93,5.67
000506,3.88,3.18
000507,8.0,6.54
000509,3.21,2.63
000510,4.68,3.83
000513,30.12,24.64
000514,4.26,3.48
000516,5.42,4.44
000517,2.64,2.16
000518,3.95,3.23
000519,7.21,5.9
000520,3.26,2.66
000521,3.48,2.84
000523,4.63,3.79
000524,8.17,6.69
000525,15.41,12.61
000526,20.81,17.03
000528,7.46,6.1
000529,5.24,4.28
000530,3.82,3.12
000531,5.46,4.46
000532,11.12,9.1
000533,3.45,2.83
000534,11.24,9.2
000536,2.17,1.77
000537,8.16,6.68
000538,86.9,71.1
000539,4.53,3.71
000540,5.36,4.38
000541,5.79,4.73
000543,5.27,4.31
000544,5.79,4.73
000545,4.02,3.29
000546,9.59,7.85
000547,8.93,7.31
000548,4.88,4.0
000550,13.17,10.77
000551,6.34,5.18
000552,3.0,2.46
000553,10.85,8.87
000554,6.17,5.05
000555,10.46,8.56
000557,4.07,3.33
000558,3.33,2.73
000559,6.05,4.95
000560,5.95,4.87
000561,6.5,5.32
000563,3.14,2.57
000564,2.95,2.41
000565,5.12,4.19
000566,6.06,4.96
000567,12.67,10.37
000568,47.52,38.88
000570,4.32,3.54
000571,4.06,3.32
000572,2.81,2.3
000573,3.5,2.86
000576,7.27,5.95
000581,20.41,16.7
000582,8.56,7.0
000584,7.22,5.9
000585,2.18,1.98
000586,8.26,6.76
000587,2.81,2.3
000589,3.94,3.22
000590,8.88,7.26
000591,3.5,2.86
000592,3.07,2.51
000593,8.35,6.83
000595,3.2,2.62
000596,64.81,53.03
000597,11.89,9.73
000598,4.63,3.79
000599,4.35,3.56
000600,5.67,4.64
000601,4.29,3.51
000603,10.33,8.45
000605,10.42,8.52
000606,7.15,5.85
000607,4.7,3.84
000608,5.36,4.38
000609,5.81,4.75
000610,7.34,6.0
000611,7.04,5.76
000612,4.5,3.68
000613,8.67,7.09
000615,6.05,4.95
000616,2.99,2.45
000617,11.64,9.52
000619,6.05,4.95
000620,4.33,3.55
000622,7.36,6.02
000623,16.38,13.4
000625,7.14,5.84
