code,up_limit,down_limit
000001,16.1,13.18
000002,45.24,37.02
000004,24.29,19.87
000005,4.62,3.78
000006,10.84,8.87
000007,18.33,14.99
000008,9.15,7.49
000009,7.46,6.1
000010,5.86,4.8
000011,19.58,16.02
000012,10.01,8.19
000014,14.59,11.93
000016,7.9,6.46
000017,6.68,5.46
000018,6.86,5.62
000019,13.37,10.94
000020,15.66,12.82
000021,10.81,8.85
000023,22.11,18.09
000025,42.02,34.38
000026,11.86,9.7
000027,6.81,5.57
000028,68.27,55.85
000029,12.29,10.05
000030,9.06,7.42
000031,8.8,7.2
000032,10.88,8.9
000034,23.76,19.44
000035,7.39,6.05
000036,11.11,9.09
000037,7.39,6.05
000038,22.13,18.11
000039,24.26,19.85
000040,14.3,11.7
000042,18.7,15.3
000043,11.29,9.23
000045,10.67,8.73
000046,8.71,7.13
000048,22.74,18.6
000049,40.87,33.44
000050,22.15,18.13
000055,8.48,6.94
000056,14.6,11.94
000058,8.29,6.79
000059,11.65,9.53
000060,12.63,10.33
000061,8.81,7.21
000062,25.93,21.21
000063,40.76,33.35
000065,19.93,16.31
000066,7.88,6.44
000068,5.89,4.82
000069,11.45,9.37
000070,10.84,8.87
000078,6.68,5.46
000088,9.13,7.47
000089,10.24,8.38
000090,12.08,9.88
000096,14.62,11.96
000099,10.36,8.48
000100,4.19,3.43
000150,32.92,26.94
000151,14.29,11.69
000153,9.2,7.52
000155,6.81,5.57
000156,12.54,10.26
000157,5.09,4.17
000158,9.22,7.54
000159,5.78,4.73
000166,6.27,5.13
000301,6.55,5.36
000333,66.45,54.37
000338,9.92,8.12
000400,13.83,11.31
000401,15.42,12.62
000402,13.41,10.97
000403,32.88,29.74
000404,6.47,5.29
000407,8.68,7.1
000408,18.84,15.42
000409,6.88,5.63
000410,10.96,9.92
000411,22.39,18.32
000413,10.01,8.19
000415,6.42,5.26
000416,7.94,6.5
000417,8.88,7.26
000418,80.03,65.48
000419,6.83,5.59
000420,3.43,2.81
000421,6.77,5.54
000422,4.51,3.69
000423,74.68,61.1
000425,5.25,4.29
000426,11.8,9.66
000428,4.6,3.76
000429,9.35,7.65
000430,9.56,7.82
000488,19.58,16.02
000498,7.58,6.2
000501,19.11,15.63
000502,11.63,9.51
000503,47.12,38.56
000504,28.91,23.65
000505,9.38,7.68
000506,7.91,6.47
000507,10.96,8.96
000509,6.73,5.51
000510,9.26,7.58
000513,86.56,70.82
000514,7.6,6.22
000516,5.38,4.4
000517,5.73,4.69
000518,7.54,6.17
000519,9.89,8.09
000520,4.26,3.48
000521,5.68,4.64
000523,8.84,7.24
000524,12.66,10.36
000525,25.96,21.24
000526,30.24,27.36
000528,9.37,7.67
000529,7.81,6.39
000530,6.05,4.95
000531,9.27,7.59
000532,13.15,10.76
000533,10.54,8.62
000534,14.12,11.56
000536,5.23,4.28
000537,18.12,14.82
000538,113.95,93.23
000539,5.46,4.46
000540,8.09,6.62
000541,10.46,8.56
000543,5.74,4.7
000544,16.03,13.11
000545,5.51,4.51
000546,16.76,13.72
000547,11.91,9.75
000548,7.1,5.81
000550,21.37,17.49
000551,9.04,7.4
000552,3.99,3.27
000553,19.27,15.77
000554,8.93,7.31
000555,13.24,10.84
000557,5.56,4.55
000558,5.73,4.69
000559,10.84,8.87
000560,10.16,8.32
000561,8.97,7.34
000563,5.09,4.17
000564,5.26,4.3
000565,8.09,6.62
000566,14.18,11.6
000567,28.26,23.12
000568,75.63,61.88
000570,6.13,5.01
000571,5.86,4.8
000572,5.18,4.24
000573,5.7,4.66
000576,18.65,15.26
000581,28.44,23.27
000582,11.03,9.03
000584,15.51,12.69
000585,4.14,3.38
000586,19.69,16.11
000587,7.89,6.45
000589,5.04,4.12
000590,15.08,12.34
000591,6.19,5.07
000592,6.33,5.18
000593,9.93,8.13
000595,5.49,4.97
000596,81.4,66.6
000597,12.23,10.01
000598,5.97,4.89
000599,6.91,5.65
000600,9.06,7.42
000601,8.01,6.55
000603,14.61,11.95
000605,20.22,16.54
000606,9.09,7.43
000607,6.82,5.58
000608,9.34,7.64
000609,12.62,10.32
000610,12.75,10.43
000611,7.94,6.5
000612,9.37,7.67
000613,8.59,7.77
000615,12.31,10.07
000616,3.76,3.08
000617,16.7,13.66
000619,8.77,7.17
000620,7.37,6.03
000622,5.2,4.26
000623,26.18,21.42
000625,14.59,11.93
000626,13.94,11.4
000627,9.41,7.7
000628,9.57,7.83
000630,3.14,2.57
000631,5.02,4.1
000632,6.84,5.6
000633,10.9,8.92
000635,16.42,13.44
000636,12.98,10.62
000637,6.47,5.29
000638,11.84,9.68
000639,20.12,16.46
000650,5.92,4.84
000651,61.35,50.19
000652,5.16,4.22
000655,6.99,5.72
000656,5.73,4.69
000657,13.73,11.23
000659,4.38,3.96
000661,214.01,175.1
000662,16.2,13.26
000663,24.01,19.65
000665,11.5,9.41
000666,22.25,18.21
000667,3.65,2.99
000668,16.78,13.73
000669,15.14,12.38
000670,6.8,5.56
000671,11.21,9.17
000672,12.87,10.53
000673,14.69,12.02
000676,12.42,10.16
000677,4.31,3.53
000678,8.2,6.71
000679,7.79,6.37
000680,5.45,4.46
000681,22.0,18.0
000682,5.28,4.32
000683,3.25,2.66
000685,11.87,9.71
000686,10.43,8.53
000687,11.62,9.5
000688,12.05,9.86
000690,10.02,8.2
000691,8.15,6.67
000692,4.99,4.09
000693,13.13,11.88
000695,10.48,8.58
000697,24.15,19.76
000698,6.55,5.36
000700,6.29,5.15
000701,11.17,9.14
000702,7.51,6.15
000703,28.61,23.41
000705,9.13,7.47
000707,6.09,4.99
000708,12.98,10.62
000709,4.53,3.71
000710,52.23,42.73
000711,15.46,12.65
000712,18.93,15.49
000713,7.48,6.12
000715,10.48,8.58
000716,5.96,4.88
000717,9.15,7.49
000718,5.31,4.35
000719,10.57,8.65
000720,4.77,3.91
000721,6.06,4.96
000722,10.08,8.24
000723,7.45,6.09
000725,7.21,5.9
000726,12.32,10.08
000727,2.7,2.21
000728,12.91,10.57
000729,8.8,7.2
000731,8.42,6.89
000732,45.61,37.31
000733,15.59,12.75
000735,10.02,8.2
000736,19.67,16.09
000737,4.84,3.96
000738,15.94,13.04
000739,6.93,5.67
000750,5.91,4.83
000751,5.8,4.74
000752,14.23,11.65
000753,4.27,3.49
000755,6.63,5.99
000756,13.97,11.43
000757,7.73,6.33
000758,7.28,5.96
000759,9.9,8.1
000760,6.39,5.23
000761,6.34,5.18
000762,16.72,13.68
000766,14.96,12.24
000767,3.27,2.67
000768,17.74,14.52
000776,22.18,18.14
000777,17.42,14.26
000778,6.05,4.95
000779,15.27,12.49
000780,5.34,4.84
000782,8.18,6.7
000783,9.44,7.72
000785,11.69,9.57
000786,27.45,22.46
000788,9.26,7.58
000789,13.13,10.75
000790,8.11,6.63
000791,8.69,7.11
000792,16.3,13.34
000793,10.59,8.67
000795,6.69,5.47
000796,14.19,11.61
000797,11.92,9.76
000798,9.83,8.05
000799,28.99,23.72
000800,12.96,10.6
000801,7.36,6.02
000802,15.11,12.37
000803,21.62,19.56
000806,10.18,8.33
000807,10.8,8.84
000809,3.85,3.49
000810,7.9,6.46
000811,8.83,7.23
000812,7.89,6.45
000813,9.75,7.97
000815,18.34,15.0
000816,3.22,2.64
000818,13.59,11.12
000819,12.43,10.17
000820,19.57,16.01
000821,12.53,10.25
000822,10.2,8.34
000823,14.36,11.75
000825,5.82,4.76
000826,34.82,28.49
