code,up_limit,down_limit
000001,13.32,10.9
000002,37.0,30.28
000004,23.1,18.9
000005,4.59,3.75
000006,9.76,7.98
000007,18.33,14.99
000008,8.22,6.72
000009,6.75,5.53
000010,5.13,4.19
000011,18.32,14.99
000012,9.01,7.37
000014,12.56,10.28
000016,7.02,5.74
000017,7.02,5.74
000018,6.49,5.31
000019,13.37,10.94
000020,19.31,15.8
000021,9.76,7.98
000023,21.77,17.81
000025,48.77,39.91
000026,11.56,9.46
000027,6.59,5.39
000028,64.12,52.46
000029,12.29,10.05
000030,8.36,6.84
000031,8.8,7.2
000032,10.03,8.21
000034,23.76,19.44
000035,7.39,6.05
000036,10.11,8.27
000037,8.34,6.82
000038,20.35,16.65
000039,21.26,17.4
000040,13.79,11.29
000042,17.16,14.04
000043,9.91,8.11
000045,9.65,7.89
000046,8.71,7.13
000048,27.34,22.37
000049,39.3,32.16
000050,18.9,15.46
000055,9.08,7.43
000056,14.6,11.94
000058,7.37,6.03
000059,10.49,8.59
000060,10.97,8.97
000061,7.57,6.19
000062,22.69,18.57
000063,35.95,29.41
000065,17.46,14.28
000066,7.69,6.29
000068,5.08,4.16
000069,9.54,7.8
000070,10.05,8.23
000078,6.59,5.39
000088,8.79,7.19
000089,9.53,7.79
000090,11.2,9.16
000096,14.78,12.1
000099,9.1,7.44
000100,4.2,3.44
000150,31.01,25.37
000151,11.79,9.65
000153,8.58,7.02
000155,7.49,6.13
000156,12.54,10.26
000157,4.75,3.89
000158,8.81,7.21
000159,5.04,4.12
000166,5.53,4.53
000301,7.15,5.85
000333,65.09,53.25
000338,9.08,7.43
000400,12.74,10.42
000401,16.75,13.71
000402,11.47,9.39
000403,31.54,28.54
000404,6.77,5.54
000407,6.71,5.49
000408,18.01,14.73
000409,6.17,5.05
000410,13.12,10.74
000411,24.04,19.67
000413,9.12,7.46
000415,6.42,5.26
000416,6.07,4.97
000417,8.51,6.97
000418,78.1,63.9
000419,6.12,5.0
000420,3.34,2.74
000421,6.02,4.92
000422,3.7,3.02
000423,67.0,54.82
000425,4.79,3.92
000426,11.75,9.61
000428,4.19,3.43
000429,8.86,7.25
000430,8.88,7.26
000488,20.71,16.95
000498,7.14,5.84
000501,17.95,14.69
000502,9.87,8.07
000503,45.17,36.95
000504,26.94,22.04
000505,9.3,7.61
000506,4.93,4.03
000507,10.68,8.74
000509,6.73,5.51
000510,7.82,6.4
000513,82.18,67.24
000514,7.71,6.31
000516,5.38,4.4
000517,4.99,4.09
000518,7.39,6.05
000519,8.68,7.1
000520,3.74,3.06
000521,4.94,4.04
000523,8.15,6.67
000524,11.43,9.35
000525,27.21,22.27
000526,29.25,26.47
