code,up_limit,down_limit
000001,12.14,9.94
000002,24.84,20.32
000004,17.49,14.31
000005,3.08,2.52
000006,5.59,4.57
000007,9.28,7.6
000008,4.48,3.66
000009,4.35,3.56
000010,4.85,3.97
000011,9.92,8.12
000012,4.53,3.71
000014,10.44,8.54
000016,3.76,3.08
000017,4.84,3.96
000018,2.18,1.78
000019,8.53,6.98
000020,11.61,9.5
000021,5.72,4.68
000023,12.38,10.13
000025,29.58,24.2
000026,7.9,6.46
000027,5.65,4.63
000028,47.85,39.15
000029,12.29,10.05
000030,3.99,3.27
000031,5.17,4.23
000032,7.39,6.05
000034,14.59,11.93
000035,4.93,4.03
000036,4.76,3.9
000037,5.2,4.26
000038,13.38,10.94
000039,11.44,9.36
000040,11.26,9.22
000042,14.08,11.52
000043,6.99,5.72
000045,6.24,5.1
000046,5.62,4.6
000048,22.04,19.94
000049,26.57,21.74
000050,12.0,9.82
000055,4.38,3.58
000056,6.75,5.53
000058,4.52,3.7
000059,6.78,5.54
000060,4.66,3.82
000061,4.46,3.65
000062,20.14,16.48
000063,19.02,15.56
000065,9.5,7.78
000066,5.68,4.64
000068,2.64,2.16
000069,6.26,5.12
000070,6.97,5.71
000078,3.32,2.72
000088,5.51,4.51
000089,8.6,7.04
000090,5.58,4.56
000096,9.35,7.65
000099,6.01,4.91
000100,2.71,2.21
000150,12.21,9.99
000151,11.81,9.67
000153,5.91,4.83
000155,3.92,3.2
000156,8.99,7.35
000157,3.65,2.99
000158,4.85,3.97
000159,4.06,3.32
000166,4.84,3.96
000301,6.01,4.91
000333,44.33,36.27
000338,8.48,6.94
000400,9.97,8.15
000401,11.5,9.41
000402,6.9,5.64
000403,22.26,20.14
000404,4.11,3.37
000407,4.09,3.35
000408,12.43,10.17
000409,4.19,3.79
000410,7.1,5.81
000411,12.19,9.97
000413,4.74,3.88
000415,4.29,3.51
000416,4.93,4.03
000417,4.98,4.08
000418,51.15,41.85
000419,4.47,3.65
000420,2.01,1.65
000421,4.84,3.96
000422,2.85,2.57
000423,43.9,35.92
000425,3.69,3.02
000426,5.34,4.37
000428,2.79,2.29
000429,8.44,6.9
000430,5.41,4.43
000488,6.28,5.14
000498,5.52,4.52
000501,10.77,8.81
000502,7.65,6.26
000503,16.16,13.22
000504,15.09,12.35
000505,6.27,5.13
000506,3.7,3.02
000507,8.47,6.93
000509,3.25,2.66
000510,4.64,3.8
000513,30.25,24.75
000514,3.95,3.23
000516,5.2,4.26
000517,2.34,1.92
000518,3.47,2.84
000519,7.11,5.81
000520,3.34,2.74
000521,3.1,2.54
000523,4.25,3.47
000524,7.32,5.99
000525,15.94,13.04
000526,18.91,15.47
000528,10.49,8.59
000529,4.86,3.98
000530,3.43,2.81
000531,4.55,3.73
000532,9.16,7.5
000533,2.95,2.41
000534,11.5,9.41
000536,2.1,1.72
000537,7.82,6.4
000538,77.25,63.21
000539,4.24,3.47
000540,5.36,4.38
000541,6.05,4.95
000543,4.39,3.59
000544,5.03,4.11
000545,4.14,3.38
000546,9.9,8.1
000547,7.9,6.46
000548,4.39,3.59
000550,10.87,8.89
000551,5.69,4.65
000552,2.89,2.37
000553,11.06,9.05
000554,5.5,4.5
000555,11.1,9.08
000557,4.04,3.3
000558,3.17,2.59
000559,5.43,4.45
000560,6.02,4.92
000561,6.12,5.0
000563,2.99,2.45
000564,2.81,2.3
000565,4.68,3.83
000566,5.73,4.69
000567,12.76,10.44
000568,45.05,36.86
000570,4.13,3.38
000571,2.94,2.4
000572,2.35,1.93
000573,3.28,2.68
000576,6.17,5.05
000581,19.33,15.81
000582,7.89,6.45
000584,6.85,5.61
000585,2.09,1.89
000586,8.56,7.0
000587,2.9,2.38
000589,3.64,2.98
000590,8.07,6.61
000591,3.17,2.59
000592,2.43,1.99
000593,9.55,7.81
000595,3.31,2.71
000596,72.6,59.4
000597,12.33,10.09
000598,4.5,3.68
000599,4.28,3.5
000600,4.61,3.77
000601,3.91,3.2
000603,8.58,7.02
000605,7.93,6.49
000606,7.18,5.88
000607,3.83,3.13
000608,4.22,3.46
000609,4.88,4.0
000610,6.13,5.01
000611,6.08,4.98
000612,4.33,3.55
000613,8.42,6.89
000615,5.74,4.7
000616,3.08,2.52
000617,11.42,9.34
000619,6.17,5.05
000620,4.27,3.49
000622,3.77,3.09
000623,16.52,13.52
000625,6.66,5.45
000626,6.63,5.43
000627,6.49,5.31
000628,9.93,8.13
000629,4.38,3.58
000630,2.24,1.84
000631,3.06,2.5
000632,3.96,3.24
000633,4.13,3.38
000635,10.18,8.33
000636,15.36,12.56
000637,3.91,3.2
000638,4.71,3.85
000639,8.21,6.71
000650,7.78,6.36
000651,43.4,35.51
000652,2.9,2.38
000655,3.26,2.95
000656,6.0,4.91
000657,5.73,4.69
000659,3.41,2.79
000661,187.55,153.45
000662,7.99,6.53
000663,6.69,5.47
000665,7.28,5.96
000666,19.89,16.27
000667,2.35,1.93
000668,8.99,7.35
000669,8.13,6.65
000670,3.36,2.75
000671,5.59,4.57
000672,9.82,8.04
000673,5.52,4.52
000676,11.14,9.12
000677,2.75,2.25
000678,5.3,4.34
000679,4.02,3.29
000680,3.54,2.9
000681,26.09,21.35
000682,3.41,2.79
000683,2.71,2.21
000685,7.47,6.11
000686,6.62,5.42
000687,6.7,5.48
000688,13.1,10.72
000690,6.85,5.61
000691,3.85,3.15
000692,2.76,2.26
000695,9.19,7.52
000697,14.47,11.84
000698,4.19,3.43
000700,3.28,2.68
000701,6.28,5.14
000702,5.42,4.44
000703,14.05,11.49
000705,6.6,5.4
000707,2.64,2.38
000708,10.01,8.19
000709,3.43,2.81
000710,36.73,30.05
000711,8.04,6.58
000712,10.53,8.61
000713,4.97,4.07
000715,6.25,5.11
000716,3.09,2.53
000717,6.51,5.33
000718,3.14,2.57
000719,7.52,6.16
000720,3.15,2.85
000721,4.47,3.65
000722,5.5,4.5
000723,4.28,3.5
000725,3.07,2.51
000726,10.18,8.33
000727,1.44,1.18
000728,7.17,5.87
000729,6.2,5.08
000731,5.56,4.55
000732,15.29,12.51
000733,12.95,10.59
000735,9.7,7.94
000736,9.83,8.05
000737,2.68,2.42
000738,13.39,10.95
000739,7.94,6.5
000750,4.26,3.48
000751,3.25,2.66
000752,8.43,6.89
000753,2.94,2.4
000755,3.84,3.48
000756,6.25,5.11
000757,5.68,4.64
000758,4.03,3.29
000759,6.27,5.13
000760,3.78,3.1
000761,4.22,3.46
000762,8.03,6.57
000766,8.65,7.07
000767,3.05,2.49
000768,16.5,13.5
000776,13.27,10.85
000777,10.62,8.69
000778,4.97,4.07
000779,9.15,7.49
000780,3.58,2.93
000782,4.9,4.01
000783,5.43,4.45
000785,7.29,5.97
000786,15.73,12.87
000788,5.76,4.72
000789,13.62,11.14
000790,4.48,3.66
000791,5.06,4.14
000792,8.18,6.7
000793,3.0,2.46
000795,3.82,3.12
000796,6.7,5.48
000797,4.17,3.41
000798,5.57,4.55
000799,18.26,14.94
000800,6.18,5.06
000801,4.64,3.8
000802,10.71,8.77
000803,12.68,11.48
000806,4.47,3.65
000807,4.57,3.74
000809,2.46,2.02
000810,6.24,5.1
000811,5.08,4.16
000812,3.51,2.87
000813,9.35,7.65
000815,7.38,6.04
000816,1.35,1.23
000818,9.55,7.81
000819,10.08,8.24
000820,7.11,5.81
000821,8.36,6.84
000822,5.67,4.64
000823,6.58,5.38
000825,5.32,4.36
000826,11.94,9.77
000828,7.55,6.17
000829,6.07,4.97
000830,13.13,10.75
000831,9.43,7.71
000833,5.19,4.25
000835,4.18,3.42
000836,3.89,3.19
000837,4.36,3.56
000838,3.21,2.63
000839,3.34,2.74
000848,8.67,7.09
000850,3.38,2.76
000851,4.04,3.3
000852,9.87,8.07
000856,11.81,9.67
000858,61.92,50.66
000859,3.09,2.53
000860,42.63,34.88
000861,2.7,2.21
000862,3.3,2.7
000863,3.88,3.18
000868,4.24,3.47
000869,32.98,26.98
000875,2.78,2.28
000876,6.49,5.31
000877,7.73,6.33
000878,9.15,7.49
000880,7.16,5.86
000881,7.82,6.4
000882,2.46,2.02
000883,3.97,3.25
000885,8.51,6.97
000886,4.1,3.36
000887,10.55,8.63
000888,6.15,5.03
000889,13.45,11.01
000890,4.82,3.94
000892,4.11,3.37
000893,5.39,4.87
000895,25.29,20.69
000897,2.5,2.04
000898,6.45,5.27
000899,4.27,3.49
000900,4.16,3.4
000901,10.08,8.24
000902,9.91,8.11
000903,2.61,2.13
000905,6.46,5.28
000906,5.28,4.32
000908,4.42,3.62
000909,6.94,5.68
000910,11.29,9.23
000911,6.66,5.45
000912,7.13,6.45
000913,8.99,7.35
000915,14.6,11.94
000917,4.48,3.66
000918,7.71,6.31
000919,6.73,5.51
000920,5.6,4.58
