code,up_limit,down_limit
000001,10.82,8.86
000002,25.65,20.99
000004,17.42,14.26
000005,3.26,2.66
000006,5.63,4.61
000007,13.55,11.09
000008,5.02,4.1
000009,5.06,4.14
000010,5.48,4.48
000011,12.64,10.34
000012,5.28,4.32
000014,11.36,9.3
000016,4.46,3.65
000017,4.3,3.52
000018,2.88,2.36
000019,9.9,8.1
000020,13.09,10.71
000021,6.64,5.44
000023,13.26,10.85
000025,31.75,25.97
000026,8.48,6.94
000027,5.79,4.73
000028,47.95,39.23
000029,12.29,10.05
000030,4.55,3.73
000031,5.97,4.89
000032,8.26,6.76
000034,16.48,13.48
000035,5.14,4.2
000036,5.49,4.49
000037,5.95,4.87
000038,13.82,11.3
000039,12.39,10.13
000040,12.06,9.86
000042,19.01,15.55
000043,7.65,6.26
000045,7.0,5.72
000046,5.94,4.86
000048,23.09,20.89
000049,27.78,22.73
000050,12.42,10.16
000055,5.19,4.25
000056,13.12,10.74
000058,5.2,4.26
000059,7.52,6.16
000060,4.91,4.01
000061,5.57,4.55
000062,21.47,17.57
000063,20.2,16.52
000065,9.06,7.42
000066,7.04,5.76
000068,3.12,2.56
000069,6.64,5.44
000070,7.9,6.46
000078,4.2,3.44
000088,6.14,5.02
000089,8.59,7.03
000090,6.37,5.21
000096,11.33,9.27
000099,6.71,5.49
000100,3.0,2.46
000150,17.47,14.29
000151,12.82,10.49
000153,6.71,5.49
000155,5.14,4.2
000156,9.43,7.71
000157,4.07,3.33
000158,6.12,5.0
000159,4.62,3.78
000166,4.92,4.02
000301,6.81,5.57
000333,44.33,36.27
000338,8.84,7.24
000400,9.9,8.1
000401,11.37,9.31
000402,7.49,6.13
000403,28.02,25.36
000404,4.6,3.76
000407,5.18,4.24
000408,13.66,11.18
000409,4.4,3.98
000410,7.8,6.38
000411,14.34,11.74
000413,5.86,4.8
000415,3.97,3.25
000416,4.32,3.54
000417,5.56,4.55
000418,51.15,41.85
000419,5.26,4.3
000420,2.24,1.84
000421,5.12,4.19
000422,2.92,2.64
000423,48.69,39.83
000425,4.24,3.47
000426,6.75,5.53
000428,2.95,2.41
000429,8.7,7.12
000430,6.71,5.49
000488,6.84,5.6
000498,4.4,3.6
000501,11.03,9.03
000502,7.41,6.07
000503,22.33,18.27
000504,11.53,9.43
000505,5.85,4.79
000506,3.54,2.9
000507,8.8,7.2
000509,3.07,2.51
000510,5.27,4.31
000513,37.55,30.73
000514,4.38,3.58
000516,5.81,4.75
000517,2.93,2.39
000518,4.08,3.34
000519,8.57,7.01
000520,3.69,3.02
000521,3.66,3.0
000523,4.79,3.92
000524,8.49,6.95
000525,15.57,12.74
000526,31.0,25.36
000528,11.28,9.23
000529,5.63,4.61
000530,3.86,3.16
000531,5.3,4.34
000532,9.68,7.92
000533,3.7,3.02
000534,12.54,10.26
000536,2.72,2.22
000537,8.49,6.95
000538,80.62,65.96
000539,4.73,3.87
000540,5.36,4.38
000541,6.46,5.28
000543,4.59,3.75
000544,7.4,6.06
