code,up_limit,down_limit
000001,10.9,8.92
000002,29.66,24.26
000004,21.07,17.24
000005,3.19,2.61
000006,6.81,5.57
000007,15.03,12.29
000008,5.46,4.46
000009,5.34,4.37
000010,4.42,3.62
000011,13.3,10.88
000012,6.25,5.11
000014,15.93,13.03
000016,4.81,3.93
000017,5.1,4.18
000018,5.4,4.42
000019,12.02,9.84
000020,14.85,12.15
000021,7.5,6.14
000023,14.77,12.09
000025,35.4,28.96
000026,9.99,8.17
000027,5.45,4.46
000028,53.22,43.54
000029,12.29,10.05
000030,7.89,6.45
000031,6.84,5.6
000032,8.53,6.98
000034,16.67,13.64
000035,7.39,6.05
000036,7.24,5.92
000037,6.46,5.28
000038,19.91,16.29
000039,14.85,12.15
000040,11.45,9.37
000042,15.84,12.96
000043,7.94,6.5
000045,7.6,6.22
000046,6.85,5.61
000048,24.09,19.71
000049,30.54,24.98
000050,15.94,13.04
000055,6.25,5.11
000056,10.79,8.83
000058,5.7,4.66
000059,7.58,6.2
000060,5.49,4.49
000061,6.12,5.0
000062,22.83,18.68
000063,20.34,16.64
000065,7.87,6.44
000066,7.48,6.12
000068,3.58,2.93
000069,8.67,7.09
000070,7.77,6.35
000078,5.2,4.26
000088,7.1,5.81
000089,8.6,7.04
000090,8.65,7.07
000096,11.85,9.69
000099,7.05,5.77
000100,3.18,2.6
000150,29.77,24.35
000151,12.34,10.1
000153,6.88,5.63
000155,6.68,5.46
000156,12.54,10.26
000157,4.44,3.64
000158,7.51,6.15
000159,3.87,3.17
000166,4.85,3.97
000301,7.78,6.36
000333,60.68,49.64
000338,9.76,7.98
000400,8.34,6.82
000401,10.4,8.51
000402,9.21,7.53
000403,31.37,28.39
000404,4.63,3.79
000407,4.86,3.98
000408,13.53,11.07
000409,4.64,3.8
000410,8.23,6.73
000411,24.75,20.25
000413,6.84,5.6
000415,6.42,5.26
000416,5.15,4.21
000417,6.66,5.45
000418,76.65,62.71
000419,5.25,4.29
000420,2.82,2.3
000421,5.19,4.25
000422,2.13,1.93
000423,60.45,49.46
000425,4.51,3.69
000426,7.93,6.49
000428,3.09,2.53
000429,8.22,6.72
000430,7.26,5.94
000488,14.04,11.48
000498,4.8,3.92
000501,13.71,11.21
000502,9.38,7.68
000503,34.01,27.83
000504,22.53,18.43
000505,7.13,5.83
000506,4.93,4.03
000507,9.42,7.7
000509,3.11,2.55
000510,5.36,4.38
000511,1.83,1.49
000513,70.6,57.76
000514,5.68,4.64
000516,5.61,4.59
000517,3.49,2.85
000518,4.65,3.81
000519,8.24,6.74
000520,3.0,2.46
000521,4.11,3.37
000523,8.69,7.11
000524,9.89,8.09
000525,17.71,14.49
000526,31.0,25.36
000528,10.51,8.6
000529,5.92,4.84
000530,4.42,3.62
000531,5.67,4.64
000532,10.99,8.99
000533,3.88,3.18
000534,13.09,10.71
000536,3.04,2.48
000537,12.19,9.97
000538,116.48,95.3
000539,4.83,3.95
000540,5.36,4.38
000541,6.67,5.45
000543,4.95,4.05
000544,8.58,7.02
000545,4.14,3.38
000546,13.71,11.21
000547,8.33,6.81
000548,4.65,3.81
000550,13.44,11.0
000551,6.19,5.07
000552,3.62,2.96
000553,16.72,13.68
000554,6.25,5.11
000555,11.0,9.0
000557,3.47,2.84
000558,4.42,3.62
000559,7.47,6.11
000560,7.91,6.47
000561,6.35,5.19
000563,3.47,2.84
000564,5.26,4.3
000565,5.52,4.52
000566,14.18,11.6
000567,16.34,13.37
000568,73.67,60.27
000570,4.52,3.7
000571,4.79,3.92
000572,3.74,3.06
000573,4.05,3.31
000576,19.54,15.98
000581,24.78,20.28
000582,8.33,6.81
000584,15.26,12.48
000585,2.0,1.81
000586,12.91,10.57
000587,5.46,4.46
000589,3.62,2.96
000590,11.4,9.32
