code,up_limit,down_limit
000001,14.21,11.63
000002,36.28,29.68
000004,21.89,17.91
000005,4.02,3.29
000006,10.84,8.87
000007,18.33,14.99
000008,8.39,6.87
000009,5.96,4.88
000010,4.48,3.66
000011,16.56,13.55
000012,8.6,7.04
000014,10.57,8.65
000016,6.37,5.21
000017,5.81,4.75
000018,5.83,4.77
000019,13.37,10.94
000020,11.39,9.32
000021,8.67,7.09
000023,16.17,13.23
000025,34.24,28.02
000026,11.62,9.5
000027,6.2,5.08
000028,61.93,50.67
000029,12.29,10.05
000030,8.13,6.65
000031,8.8,7.2
000032,8.55,6.99
000034,23.76,19.44
000035,7.39,6.05
000036,10.31,8.43
000037,6.33,5.18
000038,20.49,16.77
000039,20.08,16.43
000040,12.64,10.34
000042,16.61,13.59
000043,9.64,7.88
000045,8.01,6.55
000046,8.71,7.13
000048,27.6,22.58
000049,35.11,28.73
000050,16.93,13.85
000055,8.21,6.71
000056,14.6,11.94
000058,6.61,5.41
000059,10.99,8.99
000060,12.47,10.21
000061,7.21,5.9
000062,21.01,17.19
000063,31.58,25.84
000065,16.26,13.3
000066,6.89,5.63
000068,4.72,3.86
000069,9.87,8.07
000070,9.08,7.43
000078,6.02,4.92
000088,7.87,6.44
000089,9.55,7.81
000090,10.78,8.82
000096,15.2,12.44
000099,8.45,6.91
000100,3.69,3.02
000150,32.67,26.73
000151,10.45,8.55
000153,7.6,6.22
000155,6.2,5.08
000156,12.54,10.26
000157,4.72,3.86
000158,7.62,6.24
000159,4.64,3.8
000166,5.73,4.69
000301,6.53,5.35
000333,58.07,47.51
000338,9.13,7.47
000400,11.81,9.67
000401,13.06,10.68
000402,11.77,9.63
000403,29.51,26.7
000404,5.67,4.64
000407,6.82,5.58
000408,16.71,13.67
000409,6.04,4.94
000410,9.63,8.71
000411,20.6,16.86
000413,8.46,6.92
000415,6.42,5.26
000416,5.59,4.57
000417,7.87,6.44
000418,70.62,57.78
000419,5.86,4.8
000420,3.18,2.6
000421,5.74,4.7
000422,3.27,2.67
000423,66.53,54.43
000425,4.8,3.92
000426,12.12,9.92
000428,3.92,3.2
000429,8.75,7.16
000430,8.51,6.97
000488,20.46,16.74
000498,7.24,5.92
000501,17.83,14.59
000502,9.8,8.02
000503,32.91,26.93
000504,25.27,20.67
000505,8.22,6.72
000506,7.26,5.94
000507,9.1,7.44
000509,6.73,5.51
000510,7.03,5.75
000513,73.15,59.85
000514,6.49,5.31
000516,5.38,4.4
000517,4.48,3.66
000518,6.12,5.0
000519,7.83,6.41
000520,3.42,2.8
000521,4.41,3.61
000523,7.3,5.98
000524,10.45,8.55
000525,22.51,18.41
000526,26.81,24.25
000528,9.6,7.86
000529,6.24,5.1
000530,4.95,4.05
000531,7.48,6.12
000532,9.92,8.12
000533,10.59,8.67
000534,14.36,11.75
000536,4.28,3.5
000537,14.43,11.81
000538,100.12,81.92
000539,5.08,4.16
000540,8.09,6.62
000541,9.3,7.61
000543,5.15,4.21
000544,14.45,11.83
000545,4.9,4.01
000546,14.92,12.2
000547,11.91,9.75
000548,6.56,5.36
000550,21.13,17.29
000551,7.11,5.81
000552,4.26,3.48
000553,15.48,12.66
000554,7.11,5.81
000555,10.03,8.21
000557,4.35,3.56
000558,4.84,3.96
000559,9.87,8.07
000560,8.24,6.74
000561,7.0,5.72
000563,4.38,3.58
000564,5.26,4.3
000565,6.33,5.18
000566,14.18,11.6
000567,24.19,19.79
000568,61.25,50.11
000570,5.04,4.12
000571,5.43,4.45
000572,3.94,3.22
000573,4.92,4.02
000576,20.03,16.39
000581,26.7,21.84
000582,8.8,7.2
000584,16.1,13.18
000585,3.5,2.86
000586,16.76,13.72
000587,7.92,6.48
000589,4.44,3.64
000590,11.36,9.3
000591,5.41,4.43
000592,5.05,4.13
000593,6.99,5.72
000595,4.39,3.97
000596,65.95,53.96
000597,10.03,8.21
000598,5.32,4.36
000599,6.34,5.18
000600,6.85,5.61
000601,7.36,6.02
000603,13.79,11.29
000605,15.16,12.4
000606,7.91,6.47
000607,5.46,4.46
000608,7.21,5.9
000609,9.21,7.53
000610,11.62,9.5
000611,5.82,4.76
000612,7.9,6.46
000613,9.23,8.35
000615,9.38,7.68
000616,3.76,3.08
000617,14.36,11.75
000619,7.69,6.29
000620,6.67,5.45
000622,4.29,3.51
000623,23.84,19.5
000625,13.77,11.27
000626,11.31,9.25
000627,7.89,6.45
000628,7.05,5.77
000630,3.11,2.55
000631,4.43,3.63
000632,5.91,4.83
000633,8.97,7.34
000635,13.17,10.77
000636,11.25,9.21
000637,5.68,4.64
000638,9.13,7.47
