code,up_limit,down_limit
000001,12.56,10.28
000002,31.35,25.65
000004,23.27,19.04
000005,3.93,3.21
000006,7.59,6.21
000007,14.93,12.21
000008,6.61,5.41
000009,6.42,5.26
000010,3.51,2.87
000011,15.48,12.66
000012,7.88,6.44
000014,11.33,9.27
000016,6.7,5.48
000017,5.7,4.66
000018,6.23,5.09
000019,10.7,8.76
000020,15.05,12.31
000021,10.55,8.63
000023,16.83,13.77
000025,39.18,32.06
000026,11.24,9.2
000027,6.14,5.02
000028,58.5,47.86
000029,12.29,10.05
000030,7.85,6.43
000031,7.23,5.91
000032,10.13,8.29
000034,23.76,19.44
000035,7.39,6.05
000036,8.29,6.79
000037,7.94,6.5
000038,20.35,16.65
000039,16.7,13.66
000040,12.1,9.9
000042,16.81,13.75
000043,10.66,8.72
000045,8.76,7.16
000046,7.77,6.35
000048,24.51,20.05
000049,34.12,27.92
000050,16.16,13.22
000055,6.83,5.59
000056,11.22,9.18
000058,7.35,6.01
000059,8.24,6.74
000060,10.27,8.41
000061,7.12,5.82
000062,24.55,20.09
000063,34.44,28.18
000065,15.83,12.95
000066,10.22,8.36
000068,4.57,3.74
000069,8.58,7.02
000070,10.4,8.51
000078,6.26,5.12
000088,8.04,6.58
000089,8.61,7.05
000090,9.53,7.79
000096,11.97,9.79
000099,8.91,7.29
000100,3.61,2.95
000150,32.49,26.59
000151,16.7,13.66
000153,8.31,6.8
000155,7.32,5.99
000156,12.54,10.26
000157,4.58,3.74
000158,9.05,7.41
000159,4.61,3.77
000166,5.07,4.15
000301,6.79,5.55
000333,56.54,46.26
000338,9.03,7.39
000400,10.92,8.94
000401,14.66,12.0
000402,9.99,8.17
000403,33.81,30.59
000404,5.71,4.67
000407,6.27,5.13
000408,18.01,14.73
000409,4.62,3.78
000410,12.25,10.03
000411,27.81,22.75
000413,8.55,6.99
000415,6.42,5.26
000416,6.34,5.18
000417,7.68,6.28
000418,72.35,59.19
000419,6.18,5.06
000420,2.97,2.43
000421,5.65,4.63
000422,2.75,2.49
000423,64.26,52.58
000425,4.43,3.63
000426,9.7,7.94
000428,3.85,3.15
000429,8.81,7.21
000430,8.32,6.8
000488,17.37,14.21
000498,6.17,5.05
000501,15.88,13.0
000502,9.37,7.67
000503,44.21,36.17
000504,23.65,19.35
000505,8.69,7.11
000506,4.93,4.03
000507,10.54,8.62
000509,3.62,2.96
000510,6.78,5.54
000513,73.15,59.85
000514,6.79,5.55
000516,5.75,4.71
000517,4.08,3.34
000518,5.97,4.89
000519,10.22,8.36
000520,3.5,2.86
000521,4.55,3.73
000523,8.69,7.11
000524,11.11,9.09
000525,22.37,18.31
000526,29.59,26.77
000528,10.22,8.36
000529,6.93,5.67
000530,5.02,4.1
000531,7.08,5.8
000532,13.42,10.98
000533,5.7,4.66
000534,14.36,11.75
000536,4.05,3.31
000537,12.95,10.59
000538,104.38,85.4
000539,4.77,3.91
000540,8.09,6.62
000541,8.94,7.32
000543,4.92,4.02
000544,14.29,11.69
000545,4.3,3.52
000546,15.46,12.65
000547,11.83,9.68
000548,6.56,5.36
000550,15.31,12.53
000551,7.43,6.08
000552,3.66,3.0
000553,16.26,13.3
000554,7.38,6.04
000555,17.07,13.97
000557,4.62,3.78
000558,4.4,3.6
000559,9.02,7.38
000560,9.66,7.9
000561,9.23,7.55
000563,4.36,3.56
000564,5.26,4.3
000565,6.55,5.36
000566,14.18,11.6
000567,25.84,21.14
000568,66.14,54.12
000570,5.29,4.33
000571,5.62,4.6
000572,4.14,3.38
000573,4.63,3.79
000576,22.23,18.19
000581,25.12,20.56
000582,10.26,8.4
000584,15.28,12.5
000585,2.46,2.22
000586,10.95,8.96
000587,7.62,6.24
000589,4.26,3.48
000590,13.83,11.31
000591,5.59,4.57
000592,4.41,3.61
000593,7.59,6.21
000595,4.97,4.49
000596,69.03,56.48
000597,11.03,9.03
000598,5.21,4.27
000599,6.52,5.34
000600,6.96,5.7
000601,6.93,5.67
000603,12.38,10.13
000605,18.44,15.08
000606,7.91,6.47
000607,5.58,4.56
000608,6.62,5.42
000609,9.86,8.06
000610,10.54,8.62
000611,8.32,6.8
000612,6.88,5.63
000613,10.74,8.78
000615,9.71,7.95
000616,3.76,3.08
000617,14.09,11.53
000619,7.66,6.26
000620,6.35,5.19
000622,4.84,3.96
000623,21.56,17.64
000625,11.41,9.33
000626,10.12,8.28
000627,8.47,6.93
000628,9.59,7.85
000630,2.82,2.3
000631,4.37,3.57
000632,5.91,4.83
000633,9.17,7.51
000635,12.38,10.13
000636,14.72,12.04
000637,5.93,4.85
000638,9.14,7.48
000639,15.62,12.78
000650,5.8,4.74
000651,50.14,41.02
000652,4.5,3.68
000655,4.33,3.91
000656,5.98,4.9
000657,12.6,10.31
000659,3.94,3.22
000661,218.41,178.7
000662,13.48,11.03
000663,10.23,8.37
000665,10.57,8.65
000666,20.12,16.46
000667,3.06,2.5
000668,13.97,11.43
000669,11.53,9.43
000670,7.25,5.93
000671,8.02,6.56
000672,11.3,9.24
000673,18.07,14.79
000676,15.86,12.98
000677,4.36,3.56
000678,7.14,5.84
000679,6.44,5.27
000680,4.41,3.61
000681,28.06,22.96
000682,4.99,4.09
000683,3.08,2.52
000685,10.04,8.22
000686,8.37,6.85
000687,13.15,10.76
000688,11.23,9.19
000690,8.29,6.79
000691,6.4,5.24
000692,4.22,3.46
000693,3.65,3.31
000695,10.04,8.22
000697,21.8,17.84
000698,5.29,4.33
000700,5.05,4.13
000701,9.3,7.61
000702,6.79,5.55
000703,21.97,17.97
000705,8.1,6.62
000707,3.53,2.89
000708,10.96,8.96
000709,3.61,2.95
000710,71.29,58.33
000711,13.22,10.82
000712,15.68,12.83
000713,7.93,6.49
000715,9.23,7.55
000716,5.5,4.5
000717,7.73,6.33
000718,4.24,3.47
000719,8.8,7.2
000720,4.17,3.77
000721,5.2,4.26
000722,8.89,7.27
000723,5.97,4.89
000725,4.7,3.84
000726,11.37,9.31
000727,2.51,2.05
000728,9.71,7.95
000729,7.99,6.53
000731,7.7,6.3
000732,28.55,23.36
000733,16.79,13.73
000735,9.34,7.64
000736,20.15,16.49
000737,3.49,3.15
000738,16.71,13.67
000739,7.08,5.8
000750,4.36,3.56
000751,4.79,3.92
000752,15.07,12.33
000753,3.64,2.98
000755,5.65,5.11
000756,14.44,11.82
000757,7.73,6.33
000758,5.86,4.8
000759,8.45,6.91
000760,4.36,3.56
000761,4.6,3.76
000762,13.74,11.24
000766,14.96,12.24
000767,2.89,2.37
000768,20.74,16.97
000776,17.06,13.96
000777,14.73,12.05
000778,5.03,4.11
000779,14.82,12.12
000780,5.0,4.52
000782,7.13,5.83
000783,7.41,6.07
000785,10.69,8.75
000786,25.44,20.82
000788,8.67,7.09
000789,13.78,11.28
000790,6.6,5.4
000791,6.84,5.6
000792,13.2,10.8
000793,9.24,7.56
000795,5.81,4.75
000796,14.19,11.61
000797,9.8,8.02
000798,8.36,6.84
000799,25.56,20.92
000800,10.29,8.42
000801,6.77,5.54
000802,12.19,9.97
000803,20.04,18.14
000806,7.05,5.77
000807,8.34,6.82
000809,3.72,3.36
000810,9.8,8.02
000811,6.94,5.68
000812,7.89,6.45
000813,10.71,8.77
000815,12.12,9.92
000816,3.02,2.74
000818,15.53,12.71
000819,11.75,9.61
000820,16.92,13.84
000821,13.55,11.09
000822,8.09,6.62
000823,9.45,7.73
000825,6.6,5.4
000826,32.25,26.39
000828,10.91,8.93
000829,9.19,7.52
000830,18.79,15.37
000831,12.5,10.22
000833,6.42,5.26
000835,7.44,6.08
000836,5.02,4.1
000837,6.23,5.09
000838,5.34,4.37
000839,7.28,5.96
000848,10.08,8.24
000850,4.49,3.67
000851,10.25,8.39
000852,9.8,8.02
000856,18.9,15.46
000858,76.01,62.19
000859,3.77,3.09
000860,27.94,22.86
000861,3.05,2.49
000862,3.99,3.27
000863,4.82,3.94
000868,6.35,5.19
000869,42.79,35.01
000875,3.41,2.79
000876,7.91,6.47
000877,9.79,8.01
000878,12.2,9.98
000880,10.25,8.39
000881,12.05,9.86
000882,3.21,2.63
000883,4.64,3.8
000885,15.42,12.62
000886,6.39,5.23
000887,17.85,14.61
000888,9.91,8.11
000889,15.51,12.69
000890,8.22,6.72
000892,8.25,6.75
000893,6.42,5.26
000895,27.78,22.73
000897,3.19,2.61
000898,6.86,5.62
000899,5.02,4.1
000900,6.88,5.63
000901,21.82,17.86
000902,9.7,7.94
000903,3.22,2.64
000905,10.04,8.22
000906,8.8,7.2
000908,5.79,4.73
000909,10.34,8.46
000910,20.71,16.95
000911,7.47,6.11
000912,7.13,6.45
000913,17.81,14.57
000915,24.32,19.9
000917,7.21,5.9
000918,7.13,5.83
000919,8.86,7.25
000920,8.68,7.1
000921,11.57,9.47
000922,8.14,7.36
000923,20.99,17.17
000925,13.71,11.21
000926,9.38,7.68
000927,3.98,3.26
000928,5.63,4.61
000929,8.49,6.95
000930,14.67,12.01
000931,6.8,5.56
000932,9.26,7.58
000933,7.47,6.11
000935,21.88,17.9
000936,8.43,6.89
000937,5.17,4.23
000938,81.43,66.63
000939,5.49,4.49
000948,13.02,10.66
000949,4.05,3.31
000951,14.5,11.86
000952,13.32,10.9
000953,7.74,7.0
000955,6.11,5.0
000957,9.76,7.98
000958,4.52,3.7
000959,4.76,3.9
000960,14.6,11.94
000961,7.91,6.47
000962,7.91,6.47
000963,72.62,59.42
000965,5.74,4.7
000966,3.44,2.82
000967,8.73,7.15
000968,11.58,9.48
000969,9.23,7.55
000970,12.42,10.16
000971,6.66,5.45
000972,3.99,3.61
000973,5.15,4.21
000975,16.67,13.64
000976,9.44,7.72
000977,25.51,20.87
000978,7.77,6.35
000979,1.46,1.2
000980,9.71,7.95
000981,10.69,8.75
000982,3.2,2.9
000983,8.48,6.94
000985,18.35,15.01
000987,10.07,8.24
000988,18.21,14.9
000989,22.69,18.57
000990,15.73,12.87
000993,7.35,6.01
000995,7.08,5.8
000996,13.82,11.3
000997,20.94,17.14
000998,25.09,20.53
000999,27.82,22.76
001696,6.12,5.0
001872,26.55,21.73
001896,4.97,4.07
001965,9.47,7.75
001979,23.79,19.47
002001,36.62,29.96
002002,6.97,5.71
002003,12.72,10.4
002004,6.45,5.27
002005,4.8,3.92
002006,7.8,6.38
002007,31.77,25.99
002008,52.01,42.55
002009,16.53,13.53
002010,18.17,14.87
002011,6.93,5.67
002012,6.9,5.64
002013,8.89,7.27
002014,7.81,6.39
002015,6.74,5.52
002016,16.24,13.28
002017,8.9,7.28
