code,up_limit,down_limit
000001,11.25,9.21
000002,26.41,21.61
000004,17.45,14.27
000005,3.34,2.74
000006,6.75,5.53
000007,13.3,10.88
000008,5.05,4.13
000009,5.15,4.21
000010,5.46,4.46
000011,13.6,11.12
000012,5.41,4.43
000014,12.23,10.01
000016,4.55,3.73
000017,4.8,3.92
000018,2.89,2.37
000019,9.9,8.1
000020,13.63,11.15
000021,6.82,5.58
000023,13.92,11.39
000025,35.33,28.91
000026,8.66,7.08
000027,5.93,4.85
000028,47.33,38.73
000029,12.29,10.05
000030,4.55,3.73
000031,6.18,5.06
000032,8.62,7.06
000034,16.69,13.65
000035,5.14,4.2
000036,5.71,4.67
000037,6.23,5.09
000038,14.16,11.58
000039,13.01,10.65
000040,11.63,9.51
000042,19.25,15.75
000043,7.63,6.25
000045,7.21,5.9
000046,6.0,4.91
000048,22.45,20.31
000049,27.89,22.82
000050,12.96,10.6
000055,5.29,4.33
000056,13.11,10.73
000058,5.38,4.4
000059,7.71,6.31
000060,4.95,4.05
000061,5.83,4.77
000062,21.93,17.95
000063,20.12,16.46
000065,9.31,7.61
000066,7.21,5.9
000068,3.25,2.66
000069,6.97,5.71
000070,8.04,6.58
000078,4.21,3.45
000088,6.41,5.25
000089,9.13,7.47
000090,6.69,5.47
000096,11.35,9.29
000099,6.85,5.61
000100,3.03,2.48
000150,17.49,14.31
000151,12.98,10.62
000153,6.75,5.53
000155,5.16,4.22
000156,9.59,7.85
000157,4.08,3.34
000158,6.06,4.96
000159,4.61,3.77
000166,4.92,4.02
000301,7.12,5.82
000333,44.33,36.27
000338,9.04,7.4
000400,10.3,8.42
000401,11.73,9.59
000402,7.72,6.32
000403,26.85,24.29
000404,4.68,3.83
000407,5.4,4.42
000408,13.21,10.81
000409,4.34,3.92
000410,7.92,6.48
000411,13.96,11.42
000413,5.94,4.86
000415,4.13,3.38
000416,4.29,3.51
000417,5.7,4.66
000418,51.15,41.85
000419,5.4,4.42
000420,2.24,1.84
000421,5.69,4.65
000422,2.9,2.62
000423,49.31,40.35
000425,4.29,3.51
000426,6.42,5.26
000428,3.04,2.48
000429,8.49,6.95
000430,6.67,5.45
000488,6.95,5.69
000498,5.69,4.65
000501,11.3,9.24
000502,7.37,6.03
000503,21.46,17.56
000504,12.11,9.91
000505,5.82,4.76
000506,3.71,3.03
000507,8.87,7.25
000509,3.27,2.67
000510,5.14,4.2
000513,36.73,30.05
000514,4.41,3.61
000516,5.93,4.85
000517,2.9,2.38
000518,4.13,3.38
000519,8.6,7.04
000520,3.69,3.02
000521,3.69,3.02
000523,4.85,3.97
000524,8.38,6.86
000525,15.64,12.8
000526,31.0,25.36
000528,11.79,9.65
000529,5.61,4.59
000530,3.87,3.17
000531,5.43,4.45
000532,9.68,7.92
000533,3.83,3.13
000534,12.57,10.29
000536,2.71,2.21
000537,8.84,7.24
000538,77.25,63.21
000539,4.79,3.92
000540,5.36,4.38
000541,6.5,5.32
000543,4.59,3.75
000544,7.4,6.06
000545,4.14,3.38
000546,11.64,9.52
000547,9.14,7.48
000548,5.05,4.13
000550,12.17,9.95
000551,6.31,5.17
000552,3.12,2.56
000553,13.24,10.84
000554,6.63,5.43
000555,12.47,10.21
000557,4.85,3.97
000558,3.48,2.84
000559,6.4,5.24
000560,6.26,5.12
000561,7.45,6.09
000563,3.08,2.52
000564,3.48,2.84
000565,5.3,4.34
000566,6.26,5.12
000567,13.29,10.87
000568,49.35,40.37
000570,4.5,3.68
000571,3.69,3.02
000572,2.93,2.39
000573,3.64,2.98
000576,6.38,5.22
000581,20.55,16.81
000582,8.89,7.27
000584,10.44,8.54
000585,2.16,1.96
000586,11.83,9.68
000587,3.29,2.69
000589,3.75,3.07
000590,9.42,7.7
000591,3.6,2.94
000592,2.93,2.39
000593,7.85,6.43
000595,4.37,3.57
000596,86.19,70.52
000597,13.15,10.76
000598,4.87,3.99
000599,4.85,3.97
000600,5.54,4.54
000601,4.76,3.9
000603,8.14,6.66
000605,9.19,7.52
000606,5.89,4.82
000607,4.49,3.67
000608,4.83,3.95
000609,5.76,4.72
000610,8.14,6.66
000611,6.84,5.6
000612,4.99,4.09
000613,9.01,7.37
000615,6.57,5.37
000616,2.87,2.35
000617,12.06,9.86
000619,6.92,5.66
000620,5.95,4.87
000622,3.59,2.93
000623,17.77,14.54
000625,7.49,6.13
000626,7.37,6.03
000627,6.83,5.59
000628,10.4,8.51
000629,4.02,3.29
000630,2.35,1.93
000631,3.65,2.99
000632,4.63,3.79
000633,5.26,4.3
000635,12.86,10.52
000636,16.21,13.27
000637,4.46,3.65
000638,5.74,4.7
000639,9.0,7.36
000650,7.33,5.99
000651,42.25,34.57
000652,3.27,2.67
000655,3.56,3.22
000656,5.76,4.72
000657,6.9,5.64
000659,2.89,2.37
000661,238.04,194.76
000662,7.61,6.23
000663,7.87,6.44
000665,8.42,6.89
000666,19.89,16.27
000667,2.5,2.04
000668,10.14,8.3
000669,7.19,5.89
000670,4.07,3.33
000671,6.67,5.45
000672,9.52,7.79
000673,7.72,6.32
000676,13.06,10.68
000677,3.47,2.84
000678,5.84,4.78
000679,4.51,3.69
000680,4.11,3.37
000681,30.26,24.76
000682,3.89,3.19
000683,3.06,2.5
000685,7.96,6.52
000686,6.79,5.55
000687,8.09,6.62
000688,12.2,9.98
000690,7.87,6.44
000691,4.08,3.34
000692,3.42,2.8
000695,9.43,7.71
000697,16.39,13.41
000698,4.62,3.78
000700,3.76,3.08
000701,7.54,6.17
000702,6.16,5.04
000703,17.83,14.59
000705,7.23,5.91
000707,3.03,2.75
000708,10.78,8.82
000709,3.45,2.83
000710,43.44,35.54
000711,11.02,9.02
000712,10.07,8.24
000713,6.31,5.17
000715,6.74,5.52
000716,3.63,2.97
000717,7.15,5.85
000718,3.61,2.95
000719,7.95,6.51
000720,3.68,3.33
000721,5.27,4.31
000722,6.56,5.36
000723,4.04,3.3
000725,3.47,2.84
000726,10.05,8.23
000727,1.88,1.54
000728,7.59,6.21
000729,6.94,5.68
000731,5.94,4.86
000732,17.35,14.19
000733,14.98,12.26
000735,10.53,8.61
000736,10.2,8.34
000737,3.05,2.76
000738,14.94,12.22
000739,7.45,6.09
000750,3.7,3.02
000751,3.56,2.92
000752,9.53,7.79
000753,3.2,2.62
000755,4.97,4.49
000756,6.69,5.47
000757,5.57,4.55
000758,4.44,3.64
000759,6.79,5.55
000760,4.4,3.6
000761,4.49,3.67
000762,10.41,8.51
000766,8.57,7.01
000767,3.06,2.5
000768,17.35,14.19
000776,14.82,12.12
000777,11.55,9.45
000778,5.3,4.34
000779,10.9,8.92
000780,3.94,3.22
000782,5.49,4.49
000783,5.57,4.55
000785,8.24,6.74
000786,17.49,14.31
000788,6.33,5.18
000789,12.65,10.35
000790,5.32,4.36
000791,5.1,4.18
000792,10.21,8.35
000793,4.03,3.29
