code,up_limit,down_limit
000001,12.73,10.41
000002,32.9,26.92
000004,23.73,19.41
000005,3.86,3.16
000006,7.56,6.18
000007,14.98,12.26
000008,6.61,5.41
000009,6.48,5.3
000010,3.58,2.93
000011,15.48,12.66
000012,7.89,6.45
000014,11.33,9.27
000016,6.71,5.49
000017,5.69,4.65
000018,6.61,5.41
000019,11.15,9.13
000020,14.76,12.08
000021,10.18,8.33
000023,17.0,13.91
000025,39.59,32.39
000026,11.02,9.02
000027,6.18,5.06
000028,59.02,48.29
000029,12.29,10.05
000030,7.55,6.17
000031,7.24,5.92
000032,9.46,7.74
000034,23.76,19.44
000035,7.39,6.05
000036,8.27,6.77
000037,7.74,6.34
000038,20.35,16.65
000039,16.97,13.89
000040,12.49,10.22
000042,16.89,13.82
000043,10.74,8.78
000045,8.62,7.06
000046,7.95,6.51
000048,25.3,20.7
000049,33.5,27.41
000050,16.7,13.66
000055,7.54,6.17
000056,11.55,9.45
000058,7.18,5.88
000059,8.48,6.94
000060,10.4,8.51
000061,7.24,5.92
000062,22.11,18.09
000063,34.44,28.18
000065,15.94,13.04
000066,9.87,8.07
000068,4.62,3.78
000069,8.59,7.03
000070,9.93,8.13
000078,6.18,5.06
000088,7.94,6.5
000089,8.61,7.05
000090,9.56,7.82
000096,11.8,9.66
000099,8.81,7.21
000100,3.55,2.91
000150,32.89,26.91
000151,16.61,13.59
000153,8.24,6.74
000155,7.32,5.99
000156,12.54,10.26
000157,4.55,3.73
000158,8.44,6.9
000159,4.6,3.76
000166,5.12,4.19
000301,7.07,5.79
000333,57.26,46.85
000338,8.95,7.33
000400,11.57,9.47
000401,14.66,12.0
000402,10.02,8.2
000403,33.6,30.4
000404,5.69,4.65
000407,6.33,5.18
000408,18.01,14.73
000409,5.03,4.11
000410,12.4,10.14
000411,28.58,23.38
000413,8.75,7.16
000415,6.42,5.26
000416,6.33,5.18
000417,7.66,6.26
000418,65.88,53.9
000419,5.87,4.81
000420,3.0,2.46
000421,5.56,4.55
000422,3.2,2.9
000423,64.78,53.0
000425,4.37,3.57
000426,9.79,8.01
000428,3.94,3.22
000429,8.71,7.13
000430,8.26,6.76
000488,16.91,13.83
000498,6.3,5.16
000501,15.31,12.53
000502,9.61,7.87
000503,41.42,33.89
000504,24.1,19.72
000505,8.89,7.27
000506,4.93,4.03
000507,10.24,8.38
000509,3.53,2.89
000510,6.89,5.63
000513,72.64,59.44
000514,6.9,5.64
000516,5.59,4.57
000517,4.17,3.41
000518,6.14,5.02
000519,10.23,8.37
000520,3.53,2.89
000521,4.62,3.78
000523,8.69,7.11
000524,11.17,9.14
000525,21.98,17.98
000526,29.59,26.77
000528,9.99,8.17
000529,6.78,5.54
000530,5.06,4.14
000531,7.04,5.76
000532,13.79,11.29
000533,5.78,4.73
000534,14.36,11.75
000536,4.09,3.35
000537,12.84,10.5
000538,103.79,84.92
000539,4.79,3.92
000540,8.09,6.62
000541,8.92,7.3
000543,4.88,4.0
000544,14.4,11.78
000545,4.46,3.65
000546,15.79,12.92
000547,12.12,9.92
000548,6.5,5.32
000550,15.09,12.35
000551,7.25,5.93
000552,3.75,3.07
000553,15.83,12.95
000554,7.44,6.08
000555,15.03,12.29
000557,4.47,3.65
000558,4.46,3.65
