code,up_limit,down_limit
000001,11.5,9.41
000002,27.83,22.77
000004,18.44,15.08
000005,3.31,2.71
000006,6.24,5.1
000007,8.69,7.11
000008,4.37,3.57
000009,5.42,4.44
000010,4.47,3.65
000011,11.35,9.29
000012,4.7,3.84
000014,10.71,8.77
000016,4.14,3.38
000017,5.85,4.79
000018,2.87,2.35
000019,8.32,6.8
000020,12.32,10.08
000021,6.89,5.63
000023,14.41,11.79
000025,29.88,24.44
000026,8.39,6.87
000027,5.86,4.8
000028,51.08,41.8
000029,12.29,10.05
000030,4.57,3.74
000031,6.07,4.97
000032,8.22,6.72
000034,16.78,13.73
000035,5.26,4.3
000036,6.48,5.3
000037,5.58,4.56
000038,15.05,12.31
000039,12.54,10.26
000040,9.97,8.15
000042,13.43,10.99
000043,8.69,7.11
000045,6.74,5.52
000046,5.72,4.68
000048,21.24,19.22
000049,32.78,26.82
000050,11.85,9.69
000055,4.82,3.94
000056,6.29,5.15
000058,5.93,4.85
000059,6.91,5.65
000060,4.65,3.81
000061,5.48,4.48
000062,20.41,16.7
000063,23.2,18.98
000065,9.72,7.96
000066,6.07,4.97
000068,4.02,3.29
000069,6.7,5.48
000070,8.18,6.7
000078,3.77,3.09
000088,5.79,4.73
000089,8.76,7.16
000090,5.7,4.66
000096,10.32,8.44
000099,6.68,5.46
000100,2.78,2.28
000150,15.2,12.44
000151,12.55,10.27
000153,6.73,5.51
000155,4.43,3.63
000156,9.94,8.14
000157,4.1,3.36
000158,6.02,4.92
000159,4.92,4.02
000166,4.97,4.07
000301,6.05,4.95
000333,44.0,36.0
000338,8.46,6.92
000400,9.85,8.06
000401,14.34,11.74
000402,7.58,6.2
000403,29.03,23.75
000404,4.59,3.75
000407,4.43,3.63
000408,12.55,10.27
000409,5.44,4.92
000410,7.28,5.96
000411,14.22,11.64
000413,5.3,4.34
000415,4.31,3.53
000416,5.04,4.12
000417,5.35,4.37
000418,51.84,42.42
000419,5.05,4.13
000420,2.21,1.81
000421,5.24,4.28
000422,2.97,2.69
000423,50.38,41.22
000425,3.73,3.05
000426,5.69,4.65
000428,3.11,2.55
000429,8.46,6.92
000430,6.48,5.3
000488,6.89,5.63
000498,5.45,4.46
000501,11.18,9.14
000502,8.71,7.13
000503,20.52,16.79
000504,14.71,12.03
000505,7.56,6.18
000506,4.19,3.43
000507,8.02,6.56
000509,3.41,2.79
000510,4.94,4.04
000513,37.25,30.47
000514,4.39,3.59
000516,5.67,4.64
000517,2.67,2.19
000518,4.14,3.38
000519,7.55,6.17
000520,3.43,2.81
000521,3.71,3.03
000523,4.83,3.95
000524,8.32,6.8
000525,16.04,13.12
000526,22.54,18.44
000528,7.63,6.25
000529,5.4,4.42
000530,4.17,3.41
000531,5.75,4.71
000532,11.13,9.11
000533,3.65,2.99
000534,11.42,9.34
000536,2.49,2.03
000537,8.56,7.0
000538,84.26,68.94
000539,4.55,3.73
000540,5.36,4.38
000541,6.03,4.93
000543,5.31,4.35
000544,5.95,4.87
000545,4.13,3.38
000546,9.6,7.86
000547,9.12,7.46
000548,5.24,4.28
000550,12.22,10.0
000551,6.44,5.27
000552,3.07,2.51
000553,11.42,9.34
000554,5.75,4.71
000555,11.55,9.45
000557,4.2,3.44
000558,3.49,2.85
000559,6.27,5.13
000560,6.09,4.99
000561,6.8,5.56
000563,3.19,2.61
000564,3.19,2.61
000565,5.29,4.33
000566,6.91,5.65
000567,13.64,11.16
000568,48.2,39.44
000570,4.46,3.65
000571,3.97,3.25
000572,2.85,2.33
000573,3.63,2.97
000576,7.91,6.47
000581,20.78,17.0
000582,9.89,8.09
000584,8.01,6.55
000585,2.34,2.12
000586,9.38,7.68
000587,3.0,2.46
000589,4.05,3.31
000590,8.6,7.04
000591,3.7,3.02
000592,3.36,2.75
000593,8.7,7.12
000595,3.38,2.76
000596,65.89,53.91
000597,12.75,10.43
000598,4.72,3.86
000599,4.43,3.63
000600,5.69,4.65
000601,4.43,3.63
000603,10.18,8.33
000605,10.09,8.25
000606,7.49,6.13
000607,5.64,4.62
000608,5.53,4.53
000609,6.15,5.03
000610,7.69,6.29
000611,7.61,6.23
000612,4.71,3.85
000613,8.62,7.06
000615,6.39,5.23
000616,3.21,2.63
000617,12.29,10.05
000619,6.31,5.17
000620,4.54,3.72
000622,7.99,6.53
000623,17.05,13.95
000625,7.0,5.72
000626,7.94,6.5
000627,6.75,5.53
000628,11.42,9.34
000629,3.78,3.1
000630,2.28,1.86
000631,3.42,2.8
000632,4.82,3.94
000633,5.18,4.24
000635,9.89,8.09
000636,13.23,10.83
000637,4.54,3.72
000638,6.12,5.0
000639,8.17,6.69
000650,7.66,6.26
000651,41.07,33.61
000652,4.04,3.3
000655,3.7,3.34
000656,6.5,5.32
000657,6.57,5.37
000659,4.7,3.84
000661,227.26,185.94
000662,8.09,6.62
000663,7.41,6.07
000665,8.71,7.13
000666,13.63,11.15
000667,2.79,2.29
000668,12.16,9.95
000669,8.09,6.62
000670,4.03,3.29
000671,6.22,5.09
000672,9.89,8.09
000673,6.15,5.03
000676,11.21,9.17
000677,3.25,2.66
000678,6.06,4.96
000679,4.87,3.99
000680,3.84,3.14
000681,29.54,24.17
000682,3.92,3.2
000683,2.71,2.21
000685,7.99,6.53
000686,7.69,6.29
000687,7.94,6.5
000688,12.93,10.58
000690,7.73,6.33
000691,4.72,3.86
000692,3.25,2.66
000695,10.52,8.6
000697,14.21,11.63
000698,4.44,3.64
000700,3.78,3.1
000701,7.51,6.15
000702,6.29,5.15
000703,13.62,11.14
000705,7.29,5.97
000707,3.16,2.86
000708,10.32,8.44
000709,3.3,2.7
000710,39.93,32.67
000711,7.26,5.94
000712,11.25,9.21
000713,5.56,4.55
000715,7.06,5.78
000716,3.53,2.89
000717,5.78,4.73
000718,3.51,2.87
000719,8.75,7.16
000720,3.71,3.35
000721,4.74,3.88
000722,7.82,6.4
000723,3.99,3.27
000725,3.08,2.52
000726,10.62,8.69
000727,1.77,1.45
000728,8.72,7.14
000729,6.35,5.19
000731,6.03,4.93
000732,17.24,14.1
000733,13.12,10.74
000735,10.35,8.47
000736,9.06,7.42
000737,3.13,2.83
000738,13.73,11.23
000739,10.07,8.24
000750,4.76,3.9
000751,3.38,2.76
000752,8.23,6.73
000753,3.5,2.86
000755,4.69,3.83
000756,7.23,5.91
000757,5.74,4.7
000758,4.39,3.59
000759,6.34,5.18
000760,4.3,3.52
000761,4.1,3.36
000762,8.75,7.16
000766,9.19,7.52
000767,2.98,2.44
000768,16.3,13.34
000776,15.17,12.41
000777,12.3,10.06
000778,4.98,4.08
000779,10.4,8.51
000780,3.63,2.97
000782,5.36,4.38
000783,6.39,5.23
000785,7.87,6.44
000786,17.41,14.25
000788,6.27,5.13
000789,13.09,10.71
000790,5.42,4.44
000791,5.63,4.61
000792,9.27,7.59
000793,3.93,3.21
000795,4.48,3.66
000796,8.25,6.75
000797,5.24,4.28
000798,6.31,5.17
000799,19.88,16.26
000800,8.28,6.78
000801,5.07,4.15
000802,11.81,9.67
000803,15.57,12.74
000806,5.64,4.62
000807,4.73,3.87
000809,2.87,2.35
000810,7.11,5.81
000811,6.08,4.98
000812,4.37,3.57
000813,10.48,8.58
000815,8.11,6.63
000816,1.63,1.47
000818,10.89,8.91
000819,11.13,9.11
000820,7.7,6.3
000821,9.87,8.07
000822,5.95,4.87
000823,8.37,6.85
000825,5.15,4.21
000826,12.18,9.96
000828,8.38,6.86
000829,6.84,5.6
000830,12.36,10.12
000831,10.41,8.51
000833,5.54,4.54
000835,5.08,4.16
000836,4.71,3.85
000837,4.71,3.85
000838,3.5,2.86
000839,4.21,3.45
000848,9.0,7.36
000850,3.92,3.2
000851,5.12,4.19
000852,9.48,7.76
000856,17.69,14.47
000858,60.4,49.42
000859,3.49,2.85
000860,40.0,32.72
000861,2.92,2.39
000862,3.71,3.03
000863,4.49,3.67
000868,4.42,3.62
000869,30.61,25.05
000875,2.92,2.39
000876,8.27,6.77
000877,8.58,7.02
000878,9.24,7.56
000880,8.29,6.79
000881,8.21,6.71
000882,2.68,2.2
000883,4.05,3.31
000885,8.97,7.34
000886,4.51,3.69
000887,12.02,9.84
000888,6.68,5.46
000889,13.05,10.67
000890,5.41,4.43
000892,5.48,4.48
000893,4.4,3.98
000895,26.41,21.61
000897,2.86,2.34
000898,6.17,5.05
000899,4.9,4.01
000900,4.64,3.8
000901,11.14,9.12
000902,10.42,8.52
000903,2.95,2.41
000905,7.41,6.07
000906,5.91,4.83
000908,5.37,4.39
000909,8.15,6.67
000910,12.18,9.96
000911,6.99,5.72
000912,7.13,6.45
000913,10.93,8.95
000915,18.52,15.16
000917,7.37,6.03
000918,9.34,7.64
000919,7.6,6.22
000920,6.34,5.18
000921,8.25,6.75
000922,7.56,6.18
000923,15.64,12.8
000925,5.9,4.82
000926,7.32,5.99
000927,3.87,3.17
000928,4.85,3.97
000929,7.46,6.1
000930,9.09,7.43
000931,8.44,6.9
000932,6.93,5.67
000933,4.79,3.92
000935,17.8,14.56
000936,7.72,6.32
000937,4.32,3.54
000938,39.2,32.08
000939,1.33,1.21
000948,11.0,9.0
000949,3.11,2.55
000950,6.38,5.22
000951,12.78,10.46
000952,11.77,9.63
000953,4.4,3.98
000955,4.99,4.09
000957,5.59,4.57
000958,3.91,3.2
000959,4.25,3.47
000960,11.25,9.21
000961,7.01,5.73
000962,8.25,6.75
000963,40.4,33.06
000965,4.57,3.74
000966,3.5,2.86
000967,6.24,5.1
000968,13.01,10.65
000969,5.74,4.7
000970,9.02,7.38
000971,4.41,3.61
