code,name,date,pre_close,open,high,low,close,amt,vol,chg,chg_pct
000001,上证综指,20181210,2605.8876,2589.194,2599.7615,2576.2424,2584.5822,99148142973.0,11319966900.0,-21.3054,-0.008176000000000001
000300,沪深300,20181210,3181.5646,3153.5228,3170.1523,3134.3845,3144.7631,73717204733.0,6343727300.0,-36.8015,-0.011567000000000001
000852,中证1000,20181210,4731.9019,4698.5474,4711.3222,4660.7346,4676.6151,58691325581.0,8148405400.0,-55.2868,-0.011684
000905,中证500,20181210,4410.9593,4381.3803,4396.4047,4350.2267,4359.3122,40103184692.0,5394034800.0,-51.6471,-0.011709
000906,中证800,20181210,3382.5416,3354.4206,3370.5245,3333.4109999999996,3343.3016,113820389425.0,11737762200.0,-39.24,-0.011601
399102,深证创业板综,20181210,1620.5020000000002,1606.925,1614.3210000000001,1595.933,1598.6689999999999,44109259007.06,4516132120.0,-21.833000000000002,-0.013472999999999999
399106,深证综指,20181210,1350.695,1339.493,1344.046,1328.516,1332.527,141495087924.325,16680587481.0,-18.168,-0.013451
