code,name,date,pre_close,open,high,low,close,amt,vol,chg,chg_pct
000001,上证综指,20180719,2787.257,2791.0156,2805.0106,2764.4858,2772.5454,129352924975.0,11448649300.0,-14.7116,-0.005278
000300,沪深300,20180719,3431.3227,3444.8032,3466.5056,3417.9627,3428.343,88804907805.3,6847771600.0,-2.9797,-0.000868
000852,中证1000,20180719,5544.5186,5533.1186,5559.6649,5460.4676,5480.7672,70939866533.0,7487730600.0,-63.7514,-0.011498
000905,中证500,20180719,5156.6363,5153.3769,5179.727,5088.1243,5111.3271,51462192224.2,5048393400.0,-45.3092,-0.008787
000906,中证800,20180719,3720.7672,3731.1057,3753.3244,3699.2612,3710.1068,140267100041.0,11896165000.0,-10.6604,-0.002865
399102,深证创业板综,20180719,1940.3329999999999,1937.1760000000002,1947.826,1906.3929999999998,1916.64,67961999405.68,4870125799.0,-23.693,-0.012211
399106,深证综指,20180719,1588.1170000000002,1588.4589999999998,1595.567,1569.881,1575.582,181552590289.40698,16162034419.0,-12.535,-0.007893
