code,name,date,pre_close,open,high,low,close,amt,vol,chg,chg_pct
000001,上证综指,20180807,2705.1565,2711.7361,2779.3740000000003,2696.0391,2779.3740000000003,147248709364.0,14957974300.0,74.2175,0.027436000000000002
000300,沪深300,20180807,3273.2728,3284.9785,3368.962,3263.4986,3368.8695,107512223950.8,9178391600.0,95.5967,0.029205000000000002
000852,中证1000,20180807,5144.6419,5149.3696,5279.8564,5108.2609999999995,5279.6417,71120255974.0,8577729600.0,134.9998,0.026241000000000004
000905,中证500,20180807,4825.2508,4836.3133,4956.8718,4797.4529,4956.8718,55813440681.5,5914578000.0,131.621,0.027277999999999997
000906,中证800,20180807,3532.3066,3543.8115,3633.8397,3519.4009,3633.7756,163325664649.0,15092969600.0,101.469,0.028725999999999998
399102,深证创业板综,20180807,1739.1,1742.747,1786.465,1728.963,1785.5810000000001,50125233454.69,4034603283.0,46.481,0.026726999999999997
399106,深证综指,20180807,1455.088,1458.1960000000001,1495.0529999999999,1446.759,1495.0529999999999,169408414368.067,17192407950.0,39.965,0.027466
