code,name,date,pre_close,open,high,low,close,amt,vol,chg,chg_pct
000001,上证综指,20181030,2542.1033,2538.5737,2586.9188,2521.7836,2568.0481,152385934983.0,16668230900.0,25.9448,0.010206
000300,沪深300,20181030,3076.8889,3061.93,3146.6276,3050.7709,3110.2605,131767102719.0,11607010100.0,33.3716,0.010846
000852,中证1000,20181030,4296.6990000000005,4284.3586,4358.4683,4226.5918,4336.6497,52401145841.0,7621092300.0,39.9507,0.009298
000905,中证500,20181030,4162.5255,4145.3966,4233.7942,4096.1359999999995,4204.5424,52308156538.0,7283465000.0,42.0169,0.010094
000906,中证800,20181030,3252.4517,3237.2051,3321.8864,3219.2092,3287.1576,184075259256.0,18890475100.0,34.7059,0.010671
399102,深证创业板综,20181030,1490.402,1487.4379999999999,1519.148,1463.391,1505.33,47286980048.77,4433980683.0,14.927999999999999,0.010015999999999999
399106,深证综指,20181030,1264.575,1258.95,1286.303,1244.422,1276.4489999999998,158569376094.048,18885767199.0,11.874,0.00939
