code,sw1,sw2,sw3
002878,传媒,营销传播,营销服务
002879,电气设备,高低压设备,线缆部件及其他
002880,医药生物,生物制品,生物制品
002881,电子,电子制造,电子零部件制造
002882,电气设备,高低压设备,线缆部件及其他
002883,建筑装饰,基础建设,路桥施工
002884,机械设备,通用机械,其它通用机械
002885,电子,其他电子,其他电子
002886,化工,塑料,改性塑料
002887,建筑装饰,园林工程,园林工程
002888,电子,电子制造,电子系统组装
002889,交通运输,物流,物流
002890,机械设备,专用设备,农用机械
002891,农林牧渔,饲料,饲料
002892,电气设备,电机,电机
002893,公用事业,电力,热电
002895,化工,化学制品,磷化工及磷酸盐
002896,机械设备,通用机械,机械基础件
002897,通信,通信设备,通信传输设备
002898,医药生物,化学制药,化学制剂
002899,轻工制造,家用轻工,文娱用品
002900,医药生物,化学制药,化学制剂
002901,医药生物,医疗器械,医疗器械
002902,电子,电子制造,电子零部件制造
002903,机械设备,通用机械,机床工具
002905,传媒,文化传媒,影视动漫
002906,汽车,汽车零部件,汽车零部件
002907,医药生物,中药,中药
002908,通信,通信设备,终端设备
002909,化工,化学制品,其他化学制品
002910,食品饮料,食品加工,乳品
002911,公用事业,燃气,燃气
002912,计算机,计算机设备,计算机设备
002913,电子,元件,印制电路板
002915,化工,化学制品,氟化工及制冷剂
002916,电子,元件,印制电路板
002917,化工,化学制品,民爆用品
002918,建筑材料,其他建材,其他建材
002919,化工,化学制品,日用化学产品
002920,计算机,计算机应用,软件开发
002921,汽车,汽车零部件,汽车零部件
002922,电子,电子制造,电子零部件制造
002923,医药生物,化学制药,化学制剂
002925,电子,电子制造,电子零部件制造
002926,非银金融,证券,证券
002927,电气设备,高低压设备,低压设备
002928,交通运输,航空运输,航空运输
002929,通信,通信设备,通信配套服务
002930,交通运输,物流,物流
002931,汽车,汽车零部件,汽车零部件
300001,电气设备,高低压设备,中压设备
300002,计算机,计算机应用,IT服务
300003,医药生物,医疗器械,医疗器械
300004,机械设备,专用设备,其它专用机械
300005,纺织服装,服装家纺,其他服装
300006,医药生物,化学制药,化学制剂
300007,机械设备,仪器仪表,仪器仪表
300008,国防军工,船舶制造,船舶制造
300009,医药生物,生物制品,生物制品
300010,计算机,计算机应用,IT服务
300011,电气设备,电源设备,储能设备
300012,综合,综合,综合
300013,交通运输,物流,物流
300014,电子,其他电子,其他电子
300015,医药生物,医疗服务,医疗服务
300016,医药生物,化学制药,化学制剂
300017,通信,通信设备,通信配套服务
300018,电气设备,电气自动化设备,电网自动化
300019,化工,化学制品,其他化学制品
300020,计算机,计算机应用,IT服务
300021,农林牧渔,农业综合,农业综合
300022,商业贸易,专业零售,专业连锁
300023,非银金融,多元金融,多元金融
300024,机械设备,通用机械,其它通用机械
300025,通信,通信设备,通信配套服务
300026,医药生物,中药,中药
300027,传媒,文化传媒,影视动漫
300028,通信,通信设备,终端设备
300029,电气设备,电源设备,光伏设备
300030,医药生物,医疗器械,医疗器械
300031,传媒,互联网传媒,移动互联网服务
300032,电子,光学光电子,显示器件
300033,计算机,计算机应用,软件开发
300034,国防军工,航天装备,航天装备
300035,机械设备,专用设备,其它专用机械
300036,计算机,计算机应用,软件开发
300037,化工,化学制品,其他化学制品
300038,通信,通信设备,通信传输设备
300039,医药生物,中药,中药
300040,电气设备,电气自动化设备,工控自动化
300041,化工,化学制品,其他化学制品
300042,计算机,计算机设备,计算机设备
300043,传媒,互联网传媒,移动互联网服务
300044,计算机,计算机应用,IT服务
300045,计算机,计算机设备,计算机设备
300046,电子,半导体,分立器件
300047,计算机,计算机应用,软件开发
300048,电气设备,电气自动化设备,工控自动化
300049,医药生物,中药,中药
300050,通信,通信设备,通信配套服务
300051,传媒,互联网传媒,互联网信息服务
300052,传媒,互联网传媒,互联网信息服务
300053,电子,半导体,集成电路
300054,化工,化学制品,其他化学制品
300055,公用事业,环保工程及服务,环保工程及服务
300056,公用事业,环保工程及服务,环保工程及服务
300057,轻工制造,包装印刷,包装印刷
300058,传媒,营销传播,营销服务
300059,传媒,互联网传媒,互联网信息服务
300060,电子,光学光电子,光学元件
300061,轻工制造,家用轻工,其他家用轻工
300062,电气设备,高低压设备,中压设备
300063,传媒,营销传播,营销服务
300064,机械设备,通用机械,磨具磨料
300065,计算机,计算机设备,计算机设备
300066,机械设备,仪器仪表,仪器仪表
300067,化工,化学制品,纺织化学用品
300068,电气设备,电源设备,储能设备
300069,电气设备,高低压设备,线缆部件及其他
300070,公用事业,环保工程及服务,环保工程及服务
300071,传媒,营销传播,营销服务
300072,公用事业,环保工程及服务,环保工程及服务
300073,化工,化学制品,其他化学制品
300074,计算机,计算机应用,软件开发
300075,计算机,计算机应用,软件开发
300076,电子,光学光电子,显示器件
300077,电子,半导体,集成电路
300078,电子,其他电子,其他电子
300079,计算机,计算机应用,IT服务
300080,机械设备,通用机械,磨具磨料
300081,通信,通信设备,通信配套服务
300082,化工,化学制品,其他化学制品
300083,电子,电子制造,电子零部件制造
300084,机械设备,专用设备,冶金矿采化工设备
300085,计算机,计算机应用,软件开发
300086,医药生物,化学制药,化学制剂
300087,农林牧渔,种植业,种子生产
300088,电子,光学光电子,显示器件
300089,轻工制造,家用轻工,其他家用轻工
300090,公用事业,环保工程及服务,环保工程及服务
300091,机械设备,通用机械,其它通用机械
300092,机械设备,通用机械,机械基础件
300093,建筑材料,玻璃制造,玻璃制造
300094,农林牧渔,渔业,水产养殖
300095,机械设备,通用机械,机械基础件
300096,计算机,计算机应用,IT服务
300097,机械设备,通用机械,其它通用机械
300098,通信,通信设备,通信配套服务
300099,机械设备,专用设备,冶金矿采化工设备
300100,汽车,汽车零部件,汽车零部件
300101,国防军工,航天装备,航天装备
300102,电子,光学光电子,LED
300103,机械设备,专用设备,其它专用机械
300104,传媒,互联网传媒,互联网信息服务
300105,电气设备,电源设备,火电设备
300106,农林牧渔,畜禽养殖,畜禽养殖
300107,化工,化学制品,其他化学制品
300108,医药生物,中药,中药
300109,化工,化学制品,其他化学制品
300110,医药生物,化学制药,化学制剂
300111,电气设备,电源设备,光伏设备
300112,机械设备,仪器仪表,仪器仪表
300113,传媒,互联网传媒,互联网信息服务
300114,机械设备,仪器仪表,仪器仪表
300115,电子,电子制造,电子零部件制造
300116,电子,其他电子,其他电子
300117,建筑材料,其他建材,其他建材
300118,电气设备,电源设备,光伏设备
300119,农林牧渔,动物保健,动物保健
300120,电气设备,高低压设备,线缆部件及其他
300121,化工,橡胶,其他橡胶制品
300122,医药生物,生物制品,生物制品
300123,国防军工,船舶制造,船舶制造
300124,电气设备,电气自动化设备,工控自动化
300125,公用事业,环保工程及服务,环保工程及服务
300126,机械设备,通用机械,其它通用机械
300127,有色金属,金属非金属新材料,磁性材料
300128,电子,光学光电子,显示器件
300129,电气设备,电源设备,风电设备
300130,计算机,计算机设备,计算机设备
300131,电子,电子制造,电子零部件制造
300132,化工,化学制品,其他化学制品
300133,传媒,文化传媒,影视动漫
300134,通信,通信设备,通信传输设备
300135,化工,石油化工,石油加工
300136,电子,电子制造,电子零部件制造
300137,公用事业,环保工程及服务,环保工程及服务
300138,农林牧渔,农产品加工,其他农产品加工
300139,电子,半导体,集成电路
300140,电气设备,高低压设备,高压设备
300141,电气设备,电源设备,储能设备
300142,医药生物,生物制品,生物制品
300143,农林牧渔,种植业,粮食种植
300144,休闲服务,景点,人工景点
300145,机械设备,通用机械,其它通用机械
300146,食品饮料,食品加工,食品综合
300147,医药生物,中药,中药
300148,传媒,文化传媒,平面媒体
300149,农林牧渔,农产品加工,其他农产品加工
300150,计算机,计算机应用,IT服务
300151,机械设备,专用设备,其它专用机械
300152,公用事业,环保工程及服务,环保工程及服务
300153,电气设备,电源设备,储能设备
300154,机械设备,通用机械,其它通用机械
300155,计算机,计算机设备,计算机设备
300156,公用事业,环保工程及服务,环保工程及服务
300157,采掘,采掘服务,油气钻采服务
300158,医药生物,中药,中药
300159,国防军工,航空装备,航空装备
300160,家用电器,白色家电,家电零部件
300161,机械设备,通用机械,机床工具
300162,电子,光学光电子,LED
300163,化工,化学制品,其他化学制品
300164,采掘,采掘服务,油气钻采服务
300165,机械设备,仪器仪表,仪器仪表
300166,计算机,计算机应用,IT服务
300167,计算机,计算机应用,IT服务
300168,计算机,计算机应用,IT服务
300169,化工,化学制品,其他化学制品
300170,计算机,计算机应用,IT服务
300171,医药生物,医疗器械,医疗器械
300172,公用事业,环保工程及服务,环保工程及服务
300173,机械设备,专用设备,印刷包装机械
300174,化工,化学制品,其他化学制品
300175,农林牧渔,农产品加工,果蔬加工
300176,汽车,汽车零部件,汽车零部件
300177,计算机,计算机设备,计算机设备
300178,休闲服务,旅游综合,旅游综合
300179,机械设备,通用机械,磨具磨料
300180,化工,塑料,合成革
300181,医药生物,中药,中药
300182,计算机,计算机应用,软件开发
300183,电子,半导体,集成电路
300184,电子,其他电子,其他电子
300185,机械设备,通用机械,机械基础件
300186,农林牧渔,动物保健,动物保健
300187,公用事业,环保工程及服务,环保工程及服务
300188,计算机,计算机应用,软件开发
300189,农林牧渔,种植业,种子生产
300190,公用事业,环保工程及服务,环保工程及服务
300191,采掘,采掘服务,油气钻采服务
300192,化工,化学制品,涂料油漆油墨制造
300193,机械设备,通用机械,其它通用机械
300194,医药生物,化学制药,化学制剂
300195,机械设备,专用设备,印刷包装机械
300196,化工,化学制品,玻纤
300197,建筑装饰,园林工程,园林工程
300198,建筑材料,其他建材,管材
300199,医药生物,化学制药,化学制剂
300200,化工,化学制品,聚氨酯
300201,机械设备,专用设备,其它专用机械
300202,计算机,计算机设备,计算机设备
300203,公用事业,环保工程及服务,环保工程及服务
300204,医药生物,生物制品,生物制品
300205,通信,通信设备,终端设备
300206,医药生物,医疗器械,医疗器械
300207,电子,电子制造,电子系统组装
300208,电气设备,电气自动化设备,工控自动化
300209,计算机,计算机应用,软件开发
300210,机械设备,专用设备,其它专用机械
300211,通信,通信设备,通信传输设备
300212,计算机,计算机应用,IT服务
300213,通信,通信设备,终端设备
300214,化工,化学制品,其他化学制品
300215,电气设备,高低压设备,高压设备
300216,医药生物,医疗器械,医疗器械
300217,家用电器,白色家电,家电零部件
300218,化工,塑料,合成革
300219,电子,光学光电子,LED
300220,电子,其他电子,其他电子
300221,化工,塑料,改性塑料
300222,电气设备,电气自动化设备,电网自动化
300223,电子,半导体,集成电路
300224,有色金属,金属非金属新材料,磁性材料
300225,化工,化学制品,涂料油漆油墨制造
300226,传媒,互联网传媒,互联网信息服务
300227,电子,电子制造,电子零部件制造
300228,机械设备,金属制品,金属制品
300229,计算机,计算机应用,软件开发
300230,化工,塑料,其他塑料制品
300231,计算机,计算机应用,IT服务
300232,电子,光学光电子,LED
300233,医药生物,化学制药,化学原料药
300234,建筑材料,其他建材,其他建材
300235,计算机,计算机应用,软件开发
300236,化工,化学制品,其他化学制品
300237,建筑装饰,园林工程,园林工程
300238,医药生物,医疗器械,医疗器械
300239,医药生物,生物制品,生物制品
300240,交通运输,物流,物流
300241,电子,光学光电子,LED
300242,传媒,营销传播,营销服务
300243,化工,化学制品,其他化学制品
300244,医药生物,医疗服务,医疗服务
300245,计算机,计算机应用,IT服务
300246,医药生物,医疗器械,医疗器械
300247,家用电器,白色家电,小家电
300248,计算机,计算机应用,IT服务
300249,家用电器,白色家电,空调
300250,通信,通信设备,通信传输设备
300251,传媒,文化传媒,影视动漫
300252,通信,通信设备,通信传输设备
300253,计算机,计算机应用,软件开发
300254,医药生物,化学制药,化学制剂
300255,医药生物,生物制品,生物制品
300256,电子,电子制造,电子零部件制造
300257,机械设备,通用机械,其它通用机械
300258,汽车,汽车零部件,汽车零部件
300259,机械设备,仪器仪表,仪器仪表
300260,机械设备,通用机械,机械基础件
300261,化工,化学制品,农药
300262,公用事业,环保工程及服务,环保工程及服务
300263,公用事业,环保工程及服务,环保工程及服务
300264,计算机,计算机应用,IT服务
300265,电气设备,高低压设备,线缆部件及其他
300266,机械设备,通用机械,其它通用机械
300267,医药生物,化学制药,化学原料药
300268,农林牧渔,农产品加工,其他农产品加工
300269,传媒,营销传播,营销服务
300270,计算机,计算机设备,计算机设备
300271,计算机,计算机应用,IT服务
300272,家用电器,白色家电,小家电
300273,医药生物,医疗器械,医疗器械
300274,电气设备,电源设备,光伏设备
300275,机械设备,专用设备,冶金矿采化工设备
300276,机械设备,专用设备,其它专用机械
300277,计算机,计算机应用,IT服务
300278,机械设备,通用机械,其它通用机械
300279,电子,电子制造,电子零部件制造
300280,机械设备,通用机械,机床工具
300281,机械设备,专用设备,其它专用机械
300282,电子,电子制造,电子零部件制造
300283,电气设备,高低压设备,低压设备
300284,建筑装饰,基础建设,路桥施工
300285,化工,化学原料,无机盐
300286,电气设备,电气自动化设备,计量仪表
300287,计算机,计算机应用,IT服务
300288,计算机,计算机应用,IT服务
300289,医药生物,生物制品,生物制品
300290,计算机,计算机应用,IT服务
300291,传媒,文化传媒,影视动漫
300292,通信,通信设备,通信传输设备
300293,机械设备,专用设备,其它专用机械
300294,医药生物,生物制品,生物制品
300295,传媒,互联网传媒,互联网信息服务
300296,电子,光学光电子,LED
300297,计算机,计算机应用,IT服务
300298,医药生物,医疗器械,医疗器械
300299,传媒,互联网传媒,互联网信息服务
300300,计算机,计算机应用,IT服务
300301,电子,光学光电子,LED
300302,计算机,计算机设备,计算机设备
300303,电子,光学光电子,LED
300304,汽车,汽车零部件,汽车零部件
300305,化工,塑料,其他塑料制品
300306,机械设备,仪器仪表,仪器仪表
300307,机械设备,专用设备,纺织服装设备
300308,电气设备,电机,电机
300309,机械设备,专用设备,冶金矿采化工设备
300310,通信,通信设备,通信配套服务
300311,计算机,计算机应用,软件开发
300312,通信,通信设备,通信配套服务
300313,农林牧渔,畜禽养殖,畜禽养殖
300314,医药生物,医疗器械,医疗器械
300315,传媒,互联网传媒,移动互联网服务
300316,电气设备,电源设备,光伏设备
300317,电气设备,电源设备,光伏设备
300318,医药生物,医疗器械,医疗器械
300319,电子,光学光电子,显示器件
300320,化工,橡胶,其他橡胶制品
300321,化工,塑料,合成革
300322,电子,电子制造,电子零部件制造
300323,电子,光学光电子,LED
300324,计算机,计算机应用,IT服务
300325,化工,塑料,其他塑料制品
300326,医药生物,医疗器械,医疗器械
300327,电子,半导体,集成电路
300328,电子,电子制造,电子零部件制造
300329,轻工制造,家用轻工,文娱用品
300330,计算机,计算机应用,IT服务
300331,电子,光学光电子,显示器件
300332,公用事业,环保工程及服务,环保工程及服务
300333,计算机,计算机设备,计算机设备
300334,公用事业,环保工程及服务,环保工程及服务
300335,公用事业,环保工程及服务,环保工程及服务
300336,传媒,营销传播,营销服务
300337,有色金属,工业金属,铝
300338,机械设备,仪器仪表,仪器仪表
300339,计算机,计算机应用,IT服务
300340,电子,其他电子,其他电子
300341,机械设备,仪器仪表,仪器仪表
300342,家用电器,白色家电,家电零部件
300343,传媒,营销传播,营销服务
300344,建筑材料,其他建材,耐火材料
300345,机械设备,通用机械,磨具磨料
300346,电子,光学光电子,LED
300347,医药生物,医疗服务,医疗服务
300348,计算机,计算机应用,软件开发
300349,机械设备,仪器仪表,仪器仪表
300350,交通运输,物流,物流
300351,机械设备,运输设备,铁路设备
300352,计算机,计算机应用,软件开发
300353,通信,通信设备,通信传输设备
300354,机械设备,仪器仪表,仪器仪表
300355,建筑装饰,园林工程,园林工程
300356,电气设备,电气自动化设备,计量仪表
300357,医药生物,生物制品,生物制品
300358,医药生物,医疗器械,医疗器械
300359,传媒,互联网传媒,移动互联网服务
300360,电气设备,电气自动化设备,计量仪表
300361,医药生物,化学制药,化学制剂
300362,机械设备,专用设备,环保设备
300363,医药生物,化学制药,化学原料药
300364,传媒,文化传媒,平面媒体
300365,计算机,计算机应用,IT服务
300366,计算机,计算机应用,软件开发
300367,计算机,计算机设备,计算机设备
300368,计算机,计算机设备,计算机设备
300369,计算机,计算机应用,软件开发
300370,电气设备,电气自动化设备,工控自动化
300371,机械设备,仪器仪表,仪器仪表
300372,电气设备,电源设备,其它电源设备
300373,电子,半导体,分立器件
300374,建筑材料,其他建材,耐火材料
300375,汽车,汽车零部件,汽车零部件
300376,电气设备,电源设备,储能设备
300377,计算机,计算机应用,软件开发
300378,计算机,计算机应用,软件开发
300379,计算机,计算机应用,软件开发
300380,计算机,计算机应用,软件开发
300381,医药生物,生物制品,生物制品
300382,机械设备,专用设备,其它专用机械
300383,通信,通信设备,通信配套服务
300384,计算机,计算机应用,IT服务
300385,机械设备,专用设备,环保设备
300386,计算机,计算机设备,计算机设备
300387,化工,化学制品,其他化学制品
300388,公用事业,水务,水务
300389,电子,光学光电子,LED
300390,电子,其他电子,其他电子
300391,机械设备,通用机械,内燃机
300392,传媒,营销传播,营销服务
300393,电气设备,电源设备,光伏设备
300394,电子,元件,被动元件
300395,有色金属,金属非金属新材料,非金属新材料
300396,医药生物,医疗器械,医疗器械
300397,国防军工,航空装备,航空装备
300398,化工,化学制品,涂料油漆油墨制造
300399,计算机,计算机应用,IT服务
300400,机械设备,通用机械,其它通用机械
300401,医药生物,化学制药,化学原料药
300402,机械设备,金属制品,金属制品
300403,家用电器,白色家电,家电零部件
300404,医药生物,医疗服务,医疗服务
300405,化工,化学制品,其他化学制品
300406,医药生物,生物制品,生物制品
300407,电气设备,电气自动化设备,电网自动化
300408,电子,元件,被动元件
300409,化工,化学制品,涂料油漆油墨制造
300410,电子,其他电子,其他电子
300411,机械设备,专用设备,其它专用机械
300412,医药生物,医疗器械,医疗器械
300413,商业贸易,一般零售,多业态零售
300414,电气设备,高低压设备,低压设备
300415,机械设备,专用设备,其它专用机械
300416,机械设备,仪器仪表,仪器仪表
300417,机械设备,仪器仪表,仪器仪表
300418,传媒,互联网传媒,移动互联网服务
300419,计算机,计算机应用,IT服务
300420,机械设备,通用机械,其它通用机械
300421,机械设备,通用机械,机械基础件
300422,公用事业,环保工程及服务,环保工程及服务
300423,电气设备,高低压设备,中压设备
300424,国防军工,航空装备,航空装备
300425,公用事业,环保工程及服务,环保工程及服务
300426,传媒,文化传媒,影视动漫
300427,电气设备,电气自动化设备,电网自动化
300428,有色金属,金属非金属新材料,金属新材料
300429,化工,化学制品,其他化学制品
300430,机械设备,通用机械,其它通用机械
300431,传媒,互联网传媒,互联网信息服务
300432,汽车,汽车零部件,汽车零部件
300433,电子,电子制造,电子零部件制造
300434,机械设备,专用设备,其它专用机械
300435,机械设备,通用机械,制冷空调设备
300436,医药生物,化学制药,化学制剂
300437,化工,化学制品,其他化学制品
300438,电子,其他电子,其他电子
300439,医药生物,医疗器械,医疗器械
300440,计算机,计算机应用,IT服务
300441,机械设备,通用机械,其它通用机械
300442,机械设备,专用设备,印刷包装机械
300443,电气设备,电源设备,风电设备
300444,电气设备,高低压设备,中压设备
300445,机械设备,仪器仪表,仪器仪表
300446,化工,化学制品,其他化学制品
300447,电气设备,高低压设备,线缆部件及其他
300448,计算机,计算机应用,IT服务
300449,计算机,计算机设备,计算机设备
300450,机械设备,通用机械,其它通用机械
300451,计算机,计算机应用,软件开发
300452,医药生物,化学制药,化学原料药
300453,医药生物,医疗器械,医疗器械
300454,计算机,计算机应用,软件开发
300455,计算机,计算机设备,计算机设备
300456,国防军工,航天装备,航天装备
300457,机械设备,专用设备,其它专用机械
300458,电子,半导体,集成电路
300459,化工,化学制品,日用化学产品
300460,电子,元件,被动元件
300461,机械设备,专用设备,其它专用机械
300462,计算机,计算机设备,计算机设备
300463,医药生物,医疗器械,医疗器械
300464,机械设备,通用机械,其它通用机械
300465,计算机,计算机应用,软件开发
300466,电气设备,电气自动化设备,计量仪表
300467,传媒,互联网传媒,其他互联网服务
300468,计算机,计算机应用,软件开发
300469,计算机,计算机应用,软件开发
300470,机械设备,通用机械,其它通用机械
300471,机械设备,专用设备,其它专用机械
300472,机械设备,专用设备,其它专用机械
300473,汽车,汽车零部件,汽车零部件
300474,国防军工,航天装备,航天装备
300475,家用电器,白色家电,家电零部件
300476,电子,元件,印制电路板
300477,电气设备,高低压设备,中压设备
300478,化工,塑料,其他塑料制品
300479,计算机,计算机设备,计算机设备
300480,机械设备,专用设备,冶金矿采化工设备
300481,化工,化学制品,其他化学制品
300482,医药生物,医疗器械,医疗器械
300483,机械设备,专用设备,其它专用机械
300484,电气设备,电气自动化设备,工控自动化
300485,医药生物,生物制品,生物制品
300486,机械设备,专用设备,其它专用机械
300487,化工,化学制品,其他化学制品
300488,机械设备,通用机械,机械基础件
300489,有色金属,金属非金属新材料,非金属新材料
300490,电气设备,电气自动化设备,电网自动化
300491,电气设备,电源设备,储能设备
300492,建筑装饰,基础建设,路桥施工
300493,电子,半导体,集成电路
300494,传媒,互联网传媒,互联网信息服务
300495,建筑装饰,园林工程,园林工程
300496,计算机,计算机应用,IT服务
300497,医药生物,化学制药,化学原料药
300498,农林牧渔,畜禽养殖,畜禽养殖
300499,机械设备,专用设备,其它专用机械
300500,建筑装饰,房屋建设,房屋建设
300501,轻工制造,包装印刷,包装印刷
300502,电子,其他电子,其他电子
300503,机械设备,通用机械,其它通用机械
300504,通信,通信设备,终端设备
300505,化工,化学制品,磷化工及磷酸盐
300506,建筑装饰,装修装饰,装修装饰
300507,汽车,汽车零部件,汽车零部件
300508,计算机,计算机应用,IT服务
300509,机械设备,专用设备,印刷包装机械
300510,电气设备,高低压设备,中压设备
300511,农林牧渔,种植业,粮食种植
300512,机械设备,专用设备,印刷包装机械
300513,计算机,计算机应用,IT服务
300514,电气设备,电气自动化设备,计量仪表
300515,机械设备,仪器仪表,仪器仪表
300516,电子,其他电子,其他电子
300517,建筑装饰,专业工程,钢结构
300518,传媒,互联网传媒,移动互联网服务
300519,医药生物,中药,中药
300520,计算机,计算机应用,软件开发
300521,机械设备,专用设备,印刷包装机械
300522,化工,化学原料,其他化学原料
300523,计算机,计算机应用,IT服务
300525,计算机,计算机应用,软件开发
300526,纺织服装,服装家纺,其他服装
300527,国防军工,航空装备,航空装备
300528,传媒,文化传媒,影视动漫
300529,医药生物,医疗器械,医疗器械
300530,化工,化学制品,其他化学制品
300531,通信,通信设备,终端设备
300532,计算机,计算机应用,IT服务
300533,传媒,互联网传媒,移动互联网服务
300534,医药生物,中药,中药
300535,化工,化学制品,纺织化学用品
300536,建筑装饰,园林工程,园林工程
300537,化工,化学制品,涂料油漆油墨制造
300538,交通运输,物流,物流
300539,化工,塑料,其他塑料制品
300540,机械设备,专用设备,其它专用机械
300541,计算机,计算机应用,软件开发
300542,计算机,计算机应用,软件开发
300543,电子,电子制造,电子零部件制造
300545,电子,光学光电子,显示器件
300546,计算机,计算机设备,计算机设备
300547,汽车,汽车零部件,汽车零部件
300548,通信,通信设备,通信传输设备
300549,机械设备,专用设备,其它专用机械
300550,计算机,计算机应用,软件开发
300551,机械设备,专用设备,其它专用机械
300552,计算机,计算机应用,软件开发
300553,机械设备,仪器仪表,仪器仪表
300554,机械设备,通用机械,磨具磨料
300555,通信,通信设备,通信传输设备
300556,计算机,计算机应用,软件开发
300557,机械设备,仪器仪表,仪器仪表
300558,医药生物,化学制药,化学制剂
300559,计算机,计算机应用,软件开发
300560,通信,通信设备,通信配套服务
300561,计算机,计算机应用,软件开发
300562,医药生物,医疗器械,医疗器械
300563,通信,通信设备,通信传输设备
300565,通信,通信设备,通信传输设备
300566,电子,光学光电子,光学元件
300567,机械设备,仪器仪表,仪器仪表
300568,化工,化学制品,其他化学制品
300569,电气设备,电源设备,风电设备
300570,通信,通信设备,通信传输设备
300571,通信,通信运营,通信运营
300572,机械设备,仪器仪表,仪器仪表
300573,医药生物,生物制品,生物制品
300575,化工,化学制品,农药
300576,化工,化学制品,涂料油漆油墨制造
300577,纺织服装,纺织制造,其他纺织
300578,通信,通信运营,通信运营
300579,计算机,计算机应用,软件开发
300580,汽车,汽车零部件,汽车零部件
300581,国防军工,航空装备,航空装备
300582,电子,光学光电子,LED
300583,医药生物,化学制药,化学原料药
300584,医药生物,化学制药,化学制剂
300585,汽车,汽车零部件,汽车零部件
300586,化工,塑料,其他塑料制品
300587,化工,橡胶,其他橡胶制品
300588,计算机,计算机应用,软件开发
300589,国防军工,船舶制造,船舶制造
300590,通信,通信设备,终端设备
300591,纺织服装,服装家纺,鞋帽
300592,建筑装饰,装修装饰,装修装饰
300593,电气设备,电源设备,储能设备
300595,医药生物,医疗器械,医疗器械
300596,化工,化学制品,其他化学制品
300597,通信,通信设备,通信配套服务
300598,计算机,计算机应用,软件开发
300599,建筑材料,其他建材,管材
300600,国防军工,船舶制造,船舶制造
300601,医药生物,生物制品,生物制品
300602,电子,电子制造,电子零部件制造
300603,通信,通信设备,通信配套服务
300604,机械设备,专用设备,其它专用机械
300605,计算机,计算机应用,软件开发
300606,机械设备,通用机械,磨具磨料
300607,机械设备,通用机械,其它通用机械
300608,计算机,计算机应用,软件开发
300609,计算机,计算机应用,IT服务
300610,化工,化学制品,其他化学制品
300611,汽车,汽车零部件,汽车零部件
300612,传媒,营销传播,营销服务
300613,电子,半导体,集成电路
300615,通信,通信设备,通信传输设备
300616,轻工制造,家用轻工,家具
300617,电气设备,高低压设备,线缆部件及其他
300618,有色金属,稀有金属,其他稀有小金属
300619,机械设备,专用设备,其它专用机械
300620,通信,通信设备,通信传输设备
300621,建筑装饰,装修装饰,装修装饰
300622,商业贸易,专业零售,专业连锁
300623,电子,半导体,分立器件
300624,计算机,计算机应用,软件开发
300625,电子,光学光电子,LED
300626,电气设备,电机,电机
300627,计算机,计算机设备,计算机设备
300628,通信,通信设备,通信传输设备
300629,机械设备,通用机械,磨具磨料
300630,医药生物,化学制药,化学制剂
300631,公用事业,环保工程及服务,环保工程及服务
300632,电子,光学光电子,LED
300633,医药生物,医疗器械,医疗器械
300634,计算机,计算机应用,IT服务
300635,建筑装饰,专业工程,其他专业工程
300636,医药生物,化学制药,化学原料药
300637,化工,化学制品,其他化学制品
300638,通信,通信设备,通信配套服务
300639,医药生物,医疗器械,医疗器械
300640,轻工制造,家用轻工,其他家用轻工
300641,化工,化学制品,其他化学制品
300642,医药生物,医疗器械,医疗器械
300643,汽车,汽车零部件,汽车零部件
300644,化工,塑料,改性塑料
300645,计算机,计算机应用,IT服务
300646,化工,化学制品,其他化学制品
300647,电子,电子制造,电子零部件制造
300648,机械设备,仪器仪表,仪器仪表
300649,建筑装饰,园林工程,园林工程
300650,电子,光学光电子,LED
300651,轻工制造,家用轻工,文娱用品
300652,汽车,汽车零部件,汽车零部件
300653,医药生物,生物制品,生物制品
300654,传媒,文化传媒,平面媒体
300655,化工,化学原料,其他化学原料
300656,电子,其他电子,其他电子
300657,电子,电子制造,电子零部件制造
300658,纺织服装,纺织制造,其他纺织
300659,计算机,计算机应用,软件开发
300660,电气设备,电机,电机
300661,电子,半导体,集成电路
300662,休闲服务,其他休闲服务,其他休闲服务
300663,计算机,计算机应用,软件开发
300664,公用事业,水务,水务
300665,化工,化学制品,涂料油漆油墨制造
300666,有色金属,金属非金属新材料,非金属新材料
300667,电气设备,电气自动化设备,电网自动化
300668,建筑装饰,房屋建设,房屋建设
300669,机械设备,专用设备,楼宇设备
300670,电气设备,高低压设备,中压设备
300671,电子,半导体,集成电路
300672,电子,半导体,集成电路
300673,农林牧渔,饲料,饲料
300675,建筑装饰,房屋建设,房屋建设
300676,医药生物,医疗器械,医疗器械
300677,医药生物,医疗器械,医疗器械
300678,计算机,计算机应用,IT服务
300679,电子,电子制造,电子零部件制造
300680,汽车,汽车零部件,汽车零部件
300681,电气设备,电气自动化设备,工控自动化
300682,计算机,计算机应用,IT服务
300683,医药生物,生物制品,生物制品
300684,化工,化学制品,其他化学制品
300685,医药生物,生物制品,生物制品
300686,电子,电子制造,电子零部件制造
300687,计算机,计算机应用,IT服务
300688,综合,综合,综合
300689,通信,通信设备,终端设备
300690,化工,化学制品,其他化学制品
300691,电子,光学光电子,光学元件
300692,公用事业,水务,水务
